# of tokens, conf, # of clusters, aes_ni, detected, token encryption (trials), token encryption (mean), token encryption (stdev), token detection (trials), token detection (mean), token detection (stdev)
5k, 7, 4, 0, true, 10, 455.2, 12.2, 10, 1699.2, 222.63
5k, 7, 4, 0, false, 10, 491.0, 13.79, 10, 1613.1, 254.97
5k, 7, 4, 1, true, 10, 334.5, 7.93, 10, 1598.8, 208.62
5k, 7, 4, 1, false, 10, 374.8, 14.06, 10, 1355.4, 189.68
5k, 7, 6, 0, true, 10, 448.4, 11.33, 10, 1072.6, 286.66
5k, 7, 6, 0, false, 10, 518.0, 14.83, 10, 1464.2, 187.22
5k, 7, 6, 1, true, 10, 333.7, 9.3, 10, 923.0, 243.03
5k, 7, 6, 1, false, 10, 387.8, 13.88, 10, 1518.4, 171.96
5k, 8, 1, 0, true, 10, 377.0, 5.64, 10, 1238.5, 96.09
5k, 8, 1, 0, false, 10, 415.6, 6.64, 10, 930.8, 129.85
5k, 8, 1, 1, true, 10, 281.9, 9.05, 10, 1083.4, 159.14
5k, 8, 1, 1, false, 10, 322.3, 10.71, 10, 743.0, 126.28
5k, 9, 2, 0, true, 10, 402.8, 15.94, 10, 1587.3, 206.02
5k, 9, 2, 0, false, 10, 513.8, 62.88, 10, 980.6, 166.69
5k, 9, 2, 1, true, 10, 328.5, 36.46, 10, 1528.0, 184.44
5k, 9, 2, 1, false, 10, 420.0, 42.28, 10, 902.2, 164.29
5k, 9, 4, 0, true, 10, 422.9, 49.78, 10, 1675.3, 227.58
5k, 9, 4, 0, false, 10, 518.0, 60.64, 10, 1457.8, 189.88
5k, 9, 4, 1, true, 10, 341.3, 24.1, 10, 1366.3, 320.29
5k, 9, 4, 1, false, 10, 403.1, 33.38, 10, 1344.9, 233.09
5k, 9, 6, 0, true, 10, 423.0, 23.47, 10, 1617.7, 261.22
5k, 9, 6, 0, false, 10, 503.0, 40.01, 10, 928.0, 115.09
5k, 9, 6, 1, true, 10, 346.2, 44.88, 10, 1186.0, 355.67
5k, 9, 6, 1, false, 10, 463.9, 48.99, 10, 878.6, 185.98
5k, 10, 1, 0, true, 10, 387.7, 16.97, 10, 984.8, 129.91
5k, 10, 1, 0, false, 10, 515.3, 43.16, 10, 1016.2, 167.87
5k, 10, 1, 1, true, 10, 315.0, 17.08, 10, 1000.9, 260.5
5k, 10, 1, 1, false, 10, 414.9, 21.37, 10, 1014.6, 200.9
6k, 1, 1, 0, true, 10, 2113.4, 95.54, 10, 12370.0, 337.64
6k, 1, 1, 0, false, 10, 2108.4, 80.69, 10, 3605.2, 150.5
6k, 1, 1, 1, true, 10, 1651.2, 82.63, 10, 11788.0, 347.01
6k, 1, 1, 1, false, 10, 1656.0, 100.95, 10, 3717.6, 143.87
6k, 2, 2, 0, true, 10, 1809.9, 87.17, 10, 1899.7, 200.31
6k, 2, 2, 0, false, 10, 2152.0, 70.16, 10, 4120.4, 176.05
6k, 2, 2, 1, true, 10, 1262.7, 30.58, 10, 1845.9, 160.46
6k, 2, 2, 1, false, 10, 1725.0, 72.93, 10, 4243.0, 227.05
6k, 2, 4, 0, true, 10, 1784.5, 79.31, 10, 1911.2, 88.34
6k, 2, 4, 0, false, 10, 2261.2, 186.15, 10, 4140.4, 135.73
6k, 2, 4, 1, true, 10, 1241.8, 23.18, 10, 1940.0, 115.7
6k, 2, 4, 1, false, 10, 1730.1, 80.98, 10, 4051.1, 81.73
6k, 2, 6, 0, true, 10, 1744.6, 89.43, 10, 498.6, 33.04
6k, 2, 6, 0, false, 10, 2281.1, 155.5, 10, 3438.8, 158.64
6k, 2, 6, 1, true, 10, 1278.5, 109.04, 10, 503.0, 56.13
6k, 2, 6, 1, false, 10, 1778.4, 184.88, 10, 3493.1, 416.8
6k, 3, 1, 0, true, 10, 1683.3, 77.49, 10, 478.3, 52.84
6k, 3, 1, 0, false, 10, 2131.6, 149.95, 10, 3761.2, 81.74
6k, 3, 1, 1, true, 10, 1205.4, 77.8, 10, 451.3, 37.33
6k, 3, 1, 1, false, 10, 1768.0, 108.14, 10, 3774.5, 192.87
6k, 4, 1, 0, true, 10, 2002.0, 124.26, 10, 13172.5, 355.58
6k, 4, 1, 0, false, 10, 2375.0, 217.14, 10, 3151.4, 176.11
6k, 4, 1, 1, true, 10, 1655.6, 123.85, 10, 12894.0, 524.34
6k, 4, 1, 1, false, 10, 2059.6, 230.85, 10, 3366.2, 151.78
6k, 5, 2, 0, true, 10, 1726.2, 178.86, 10, 1446.9, 91.88
6k, 5, 2, 0, false, 10, 1977.6, 143.37, 10, 3728.8, 132.23
6k, 5, 2, 1, true, 10, 1393.0, 137.98, 10, 1275.3, 101.76
6k, 5, 2, 1, false, 10, 1793.5, 212.53, 10, 3613.6, 222.76
6k, 5, 4, 0, true, 10, 1679.6, 107.14, 10, 1706.6, 120.93
6k, 5, 4, 0, false, 10, 2069.0, 271.27, 10, 3935.3, 291.01
6k, 5, 4, 1, true, 10, 1315.3, 85.25, 10, 1688.1, 92.6
6k, 5, 4, 1, false, 10, 1625.8, 134.67, 10, 3747.8, 144.79
6k, 5, 6, 0, true, 10, 1669.4, 130.28, 10, 1754.8, 87.91
6k, 5, 6, 0, false, 10, 1922.5, 157.54, 10, 3413.9, 167.9
6k, 5, 6, 1, true, 10, 1494.9, 181.57, 10, 1642.0, 133.07
6k, 5, 6, 1, false, 10, 1716.2, 203.16, 10, 3354.7, 175.69
6k, 6, 1, 0, true, 10, 1526.7, 114.93, 10, 1081.1, 64.62
6k, 6, 1, 0, false, 10, 1841.8, 172.3, 10, 3966.8, 232.53
6k, 6, 1, 1, true, 10, 1336.9, 122.09, 10, 1125.4, 92.32
6k, 6, 1, 1, false, 10, 1633.9, 143.46, 10, 3949.2, 237.01
6k, 7, 2, 0, true, 10, 382.3, 8.44, 10, 1101.5, 154.34
6k, 7, 2, 0, false, 10, 442.8, 17.42, 10, 1896.5, 192.06
6k, 7, 2, 1, true, 10, 281.5, 7.67, 10, 936.1, 199.68
6k, 7, 2, 1, false, 10, 345.7, 22.94, 10, 1835.3, 230.1
6k, 7, 4, 0, true, 10, 454.1, 6.83, 10, 1662.5, 243.88
6k, 7, 4, 0, false, 10, 490.5, 19.6, 10, 1951.4, 158.27
6k, 7, 4, 1, true, 10, 336.2, 8.86, 10, 1539.7, 116.51
6k, 7, 4, 1, false, 10, 376.1, 13.79, 10, 1774.4, 266.22
6k, 7, 6, 0, true, 10, 455.6, 12.63, 10, 889.2, 125.12
6k, 7, 6, 0, false, 10, 508.9, 6.49, 10, 1621.6, 114.41
6k, 7, 6, 1, true, 10, 339.7, 9.25, 10, 766.1, 135.9
6k, 7, 6, 1, false, 10, 391.7, 15.86, 10, 1708.7, 154.61
6k, 8, 1, 0, true, 10, 378.6, 6.61, 10, 1160.3, 151.43
6k, 8, 1, 0, false, 10, 423.3, 14.14, 10, 960.8, 131.36
6k, 8, 1, 1, true, 10, 279.7, 5.39, 10, 1032.8, 138.68
6k, 8, 1, 1, false, 10, 325.5, 8.79, 10, 894.6, 148.64
6k, 9, 2, 0, true, 10, 415.5, 43.17, 10, 1513.8, 155.52
6k, 9, 2, 0, false, 10, 491.4, 29.99, 10, 1485.0, 192.22
6k, 9, 2, 1, true, 10, 356.3, 43.76, 10, 1701.9, 159.52
6k, 9, 2, 1, false, 10, 468.1, 45.2, 10, 1300.1, 207.77
6k, 9, 4, 0, true, 10, 423.7, 38.88, 10, 1566.8, 159.06
6k, 9, 4, 0, false, 10, 514.6, 36.85, 10, 1805.7, 215.62
6k, 9, 4, 1, true, 10, 342.6, 25.58, 10, 1670.5, 244.81
6k, 9, 4, 1, false, 10, 411.0, 21.9, 10, 1858.5, 241.7
6k, 9, 6, 0, true, 10, 420.9, 41.58, 10, 1298.8, 246.43
6k, 9, 6, 0, false, 10, 500.7, 42.14, 10, 1287.1, 142.98
6k, 9, 6, 1, true, 10, 340.0, 11.7, 10, 1177.0, 263.48
6k, 9, 6, 1, false, 10, 428.5, 43.19, 10, 1178.3, 172.92
6k, 10, 1, 0, true, 10, 379.9, 14.92, 10, 980.1, 90.98
6k, 10, 1, 0, false, 10, 476.6, 37.27, 10, 1409.5, 134.66
6k, 10, 1, 1, true, 10, 318.9, 25.86, 10, 979.8, 99.22
6k, 10, 1, 1, false, 10, 404.9, 37.79, 10, 1436.1, 159.27
7k, 1, 1, 0, true, 10, 2096.4, 78.92, 10, 12200.8, 276.49
7k, 1, 1, 0, false, 10, 2108.4, 90.79, 10, 3316.5, 207.69
7k, 1, 1, 1, true, 10, 1690.9, 142.03, 10, 11894.7, 956.91
7k, 1, 1, 1, false, 10, 1595.3, 78.62, 10, 3412.0, 228.12
7k, 2, 2, 0, true, 10, 1795.4, 72.18, 10, 2024.9, 114.4
7k, 2, 2, 0, false, 10, 2117.2, 112.67, 10, 3944.4, 159.72
7k, 2, 2, 1, true, 10, 1296.4, 41.87, 10, 1996.8, 210.98
7k, 2, 2, 1, false, 10, 1705.4, 84.37, 10, 4087.7, 250.18
7k, 2, 4, 0, true, 10, 1949.4, 377.11, 10, 2083.5, 185.35
7k, 2, 4, 0, false, 10, 2363.3, 396.73, 10, 4409.8, 392.04
7k, 2, 4, 1, true, 10, 1228.6, 43.75, 10, 1932.6, 152.57
7k, 2, 4, 1, false, 10, 1754.0, 74.74, 10, 4070.5, 100.18
7k, 2, 6, 0, true, 10, 1725.0, 52.72, 10, 496.9, 19.73
7k, 2, 6, 0, false, 10, 2169.7, 108.17, 10, 3304.7, 252.84
7k, 2, 6, 1, true, 10, 1357.2, 195.33, 10, 528.2, 64.05
7k, 2, 6, 1, false, 10, 1852.1, 205.54, 10, 3533.2, 308.47
7k, 3, 1, 0, true, 10, 1701.2, 88.13, 10, 472.5, 31.25
7k, 3, 1, 0, false, 10, 2188.8, 85.48, 10, 3818.9, 140.06
7k, 3, 1, 1, true, 10, 1235.7, 89.61, 10, 445.6, 38.65
7k, 3, 1, 1, false, 10, 1667.2, 103.55, 10, 3773.1, 222.08
7k, 4, 1, 0, true, 10, 2009.4, 101.48, 10, 13967.1, 411.73
7k, 4, 1, 0, false, 10, 2257.7, 178.18, 10, 3406.1, 129.37
7k, 4, 1, 1, true, 10, 1911.9, 221.2, 10, 14034.8, 662.13
7k, 4, 1, 1, false, 10, 2279.1, 230.48, 10, 3303.5, 118.53
7k, 5, 2, 0, true, 10, 1581.2, 88.46, 10, 1317.0, 123.33
7k, 5, 2, 0, false, 10, 1974.7, 124.86, 10, 4346.7, 180.97
7k, 5, 2, 1, true, 10, 1376.0, 153.42, 10, 1367.3, 81.12
7k, 5, 2, 1, false, 10, 1752.4, 147.94, 10, 4382.0, 390.25
7k, 5, 4, 0, true, 10, 1567.7, 82.7, 10, 1747.8, 83.93
7k, 5, 4, 0, false, 10, 1892.6, 89.53, 10, 4155.2, 172.66
7k, 5, 4, 1, true, 10, 1318.0, 136.95, 10, 1663.1, 125.85
7k, 5, 4, 1, false, 10, 1763.1, 226.35, 10, 4207.7, 355.13
7k, 5, 6, 0, true, 10, 1713.1, 135.37, 10, 1728.9, 77.01
7k, 5, 6, 0, false, 10, 1919.6, 136.95, 10, 3405.8, 172.2
7k, 5, 6, 1, true, 10, 1341.4, 107.1, 10, 1763.2, 78.35
7k, 5, 6, 1, false, 10, 1628.2, 127.45, 10, 3393.3, 256.24
7k, 6, 1, 0, true, 10, 1597.8, 169.75, 10, 1052.3, 56.43
7k, 6, 1, 0, false, 10, 1975.7, 231.55, 10, 3962.1, 265.83
7k, 6, 1, 1, true, 10, 1305.2, 99.2, 10, 1136.2, 69.51
7k, 6, 1, 1, false, 10, 1675.7, 182.05, 10, 4110.9, 245.13
7k, 7, 2, 0, true, 10, 393.4, 11.93, 10, 1448.6, 171.69
7k, 7, 2, 0, false, 10, 453.2, 22.84, 10, 1780.2, 198.74
7k, 7, 2, 1, true, 10, 283.2, 7.48, 10, 1340.6, 148.29
7k, 7, 2, 1, false, 10, 339.2, 13.13, 10, 1814.6, 229.88
7k, 7, 4, 0, true, 10, 451.9, 8.77, 10, 1862.2, 223.98
7k, 7, 4, 0, false, 10, 498.8, 15.43, 10, 1915.5, 157.55
7k, 7, 4, 1, true, 10, 339.1, 10.79, 10, 1849.4, 191.79
7k, 7, 4, 1, false, 10, 384.7, 17.27, 10, 1875.1, 231.52
7k, 7, 6, 0, true, 10, 450.0, 17.94, 10, 1252.2, 151.87
7k, 7, 6, 0, false, 10, 514.5, 13.65, 10, 1817.1, 162.82
7k, 7, 6, 1, true, 10, 332.6, 12.05, 10, 1310.3, 333.85
7k, 7, 6, 1, false, 10, 383.5, 17.42, 10, 1862.4, 287.51
7k, 8, 1, 0, true, 10, 374.1, 5.89, 10, 1258.0, 143.6
7k, 8, 1, 0, false, 10, 418.2, 9.29, 10, 1277.7, 190.01
7k, 8, 1, 1, true, 10, 283.8, 6.73, 10, 1229.6, 115.69
7k, 8, 1, 1, false, 10, 320.5, 10.61, 10, 1211.5, 137.93
7k, 9, 2, 0, true, 10, 396.8, 16.69, 10, 2017.7, 136.38
7k, 9, 2, 0, false, 10, 510.2, 35.11, 10, 1409.6, 137.74
7k, 9, 2, 1, true, 10, 324.4, 29.77, 10, 1940.3, 239.9
7k, 9, 2, 1, false, 10, 428.2, 40.87, 10, 1303.2, 124.57
7k, 9, 4, 0, true, 10, 404.6, 28.48, 10, 1917.9, 134.35
7k, 9, 4, 0, false, 10, 512.0, 46.24, 10, 1970.2, 142.13
7k, 9, 4, 1, true, 10, 342.9, 28.39, 10, 1759.8, 218.16
7k, 9, 4, 1, false, 10, 425.3, 20.45, 10, 1811.8, 202.26
7k, 9, 6, 0, true, 10, 427.6, 43.15, 10, 1542.3, 225.76
7k, 9, 6, 0, false, 10, 502.6, 32.64, 10, 1296.3, 191.81
7k, 9, 6, 1, true, 10, 343.3, 34.79, 10, 1559.4, 269.66
7k, 9, 6, 1, false, 10, 423.7, 37.5, 10, 1207.2, 127.03
7k, 10, 1, 0, true, 10, 399.3, 33.56, 10, 1089.7, 111.85
7k, 10, 1, 0, false, 10, 483.7, 30.07, 10, 1451.6, 101.9
7k, 10, 1, 1, true, 10, 313.7, 18.85, 10, 1104.4, 163.9
7k, 10, 1, 1, false, 10, 422.2, 46.79, 10, 1284.4, 106.29
8k, 1, 1, 0, true, 10, 2246.5, 248.43, 10, 13019.4, 1108.31
8k, 1, 1, 0, false, 10, 2288.5, 220.17, 10, 3597.4, 242.69
8k, 1, 1, 1, true, 10, 1637.5, 80.27, 10, 12065.1, 417.0
8k, 1, 1, 1, false, 10, 1649.3, 109.09, 10, 3267.4, 206.07
8k, 2, 2, 0, true, 10, 1851.7, 108.76, 10, 2098.4, 117.44
8k, 2, 2, 0, false, 10, 2256.9, 202.78, 10, 4157.9, 184.65
8k, 2, 2, 1, true, 10, 1280.7, 41.65, 10, 2014.8, 151.51
8k, 2, 2, 1, false, 10, 1733.7, 88.67, 10, 4114.1, 120.92
8k, 2, 4, 0, true, 10, 1785.2, 102.86, 10, 1926.6, 64.56
8k, 2, 4, 0, false, 10, 2255.9, 151.63, 10, 4147.3, 159.97
8k, 2, 4, 1, true, 10, 1249.0, 51.15, 10, 1997.5, 68.68
8k, 2, 4, 1, false, 10, 1680.6, 109.4, 10, 4083.9, 294.5
8k, 2, 6, 0, true, 10, 1739.9, 111.32, 10, 464.9, 63.71
8k, 2, 6, 0, false, 10, 2165.5, 67.16, 10, 3628.9, 86.41
8k, 2, 6, 1, true, 10, 1223.0, 38.45, 10, 468.9, 24.87
8k, 2, 6, 1, false, 10, 1715.7, 73.55, 10, 3562.6, 217.78
8k, 3, 1, 0, true, 10, 1684.4, 95.91, 10, 469.4, 36.91
8k, 3, 1, 0, false, 10, 2077.5, 81.32, 10, 3820.5, 158.75
8k, 3, 1, 1, true, 10, 1184.9, 36.84, 10, 463.0, 33.44
8k, 3, 1, 1, false, 10, 1718.8, 134.62, 10, 3708.9, 195.38
8k, 4, 1, 0, true, 10, 1984.1, 111.07, 10, 14648.5, 370.08
8k, 4, 1, 0, false, 10, 2489.6, 175.85, 10, 3493.2, 171.97
8k, 4, 1, 1, true, 10, 1669.6, 92.41, 10, 14471.2, 444.69
8k, 4, 1, 1, false, 10, 2154.0, 173.97, 10, 3476.7, 152.04
8k, 5, 2, 0, true, 10, 1721.1, 289.18, 10, 1522.3, 124.26
8k, 5, 2, 0, false, 10, 2052.2, 237.6, 10, 4321.9, 284.65
8k, 5, 2, 1, true, 10, 1351.7, 150.01, 10, 1369.8, 211.74
8k, 5, 2, 1, false, 10, 1761.1, 98.91, 10, 4261.4, 252.04
8k, 5, 4, 0, true, 10, 1681.0, 210.43, 10, 1624.7, 96.81
8k, 5, 4, 0, false, 10, 2045.0, 267.45, 10, 4312.4, 137.19
8k, 5, 4, 1, true, 10, 1336.9, 134.49, 10, 1694.3, 209.25
8k, 5, 4, 1, false, 10, 1806.8, 233.19, 10, 4203.6, 224.08
8k, 5, 6, 0, true, 10, 1672.3, 103.35, 10, 1760.1, 112.03
8k, 5, 6, 0, false, 10, 1955.5, 261.73, 10, 3473.5, 202.55
8k, 5, 6, 1, true, 10, 1351.2, 107.9, 10, 1764.0, 116.16
8k, 5, 6, 1, false, 10, 1733.4, 87.83, 10, 3547.1, 146.47
8k, 6, 1, 0, true, 10, 1573.7, 157.97, 10, 1130.9, 70.4
8k, 6, 1, 0, false, 10, 1901.4, 205.68, 10, 4302.1, 81.05
8k, 6, 1, 1, true, 10, 1344.1, 141.06, 10, 1033.1, 150.81
8k, 6, 1, 1, false, 10, 1573.1, 279.9, 10, 4282.4, 139.63
8k, 7, 2, 0, true, 10, 385.6, 7.61, 10, 1300.5, 86.67
8k, 7, 2, 0, false, 10, 429.9, 9.6, 10, 1868.5, 202.32
8k, 7, 2, 1, true, 10, 284.1, 5.56, 10, 1390.7, 88.87
8k, 7, 2, 1, false, 10, 342.8, 10.3, 10, 1823.2, 145.47
8k, 7, 4, 0, true, 10, 462.3, 8.99, 10, 1784.4, 196.18
8k, 7, 4, 0, false, 10, 499.3, 10.92, 10, 2120.4, 193.84
8k, 7, 4, 1, true, 10, 343.3, 11.38, 10, 1884.0, 149.25
8k, 7, 4, 1, false, 10, 394.2, 16.02, 10, 2117.0, 169.45
8k, 7, 6, 0, true, 10, 456.9, 7.12, 10, 1032.4, 193.21
8k, 7, 6, 0, false, 10, 507.2, 24.36, 10, 1926.5, 196.0
8k, 7, 6, 1, true, 10, 343.9, 10.9, 10, 1162.9, 160.81
8k, 7, 6, 1, false, 10, 394.1, 9.77, 10, 1837.3, 166.03
8k, 8, 1, 0, true, 10, 378.8, 5.69, 10, 1144.3, 116.12
8k, 8, 1, 0, false, 10, 428.0, 7.64, 10, 1063.9, 62.78
8k, 8, 1, 1, true, 10, 283.4, 7.91, 10, 1128.5, 131.13
8k, 8, 1, 1, false, 10, 320.7, 16.17, 10, 1053.3, 83.7
8k, 9, 2, 0, true, 10, 390.8, 19.86, 10, 2137.0, 160.74
8k, 9, 2, 0, false, 10, 513.0, 38.08, 10, 1704.9, 118.0
8k, 9, 2, 1, true, 10, 333.4, 22.18, 10, 2147.4, 182.64
8k, 9, 2, 1, false, 10, 429.9, 33.13, 10, 1556.5, 51.86
8k, 9, 4, 0, true, 10, 393.7, 20.58, 10, 2055.8, 168.95
8k, 9, 4, 0, false, 10, 477.2, 37.48, 10, 1936.3, 150.8
8k, 9, 4, 1, true, 10, 345.9, 18.23, 10, 2049.9, 207.59
8k, 9, 4, 1, false, 10, 447.3, 32.89, 10, 2032.9, 161.53
8k, 9, 6, 0, true, 10, 425.8, 41.89, 10, 1778.0, 281.98
8k, 9, 6, 0, false, 10, 500.1, 26.73, 10, 1839.8, 133.67
8k, 9, 6, 1, true, 10, 341.8, 27.97, 10, 1870.1, 202.75
8k, 9, 6, 1, false, 10, 402.4, 25.59, 10, 1866.5, 174.09
8k, 10, 1, 0, true, 10, 386.1, 15.49, 10, 1318.0, 79.35
8k, 10, 1, 0, false, 10, 434.3, 21.74, 10, 1779.5, 130.17
8k, 10, 1, 1, true, 10, 315.4, 19.57, 10, 1324.3, 163.51
8k, 10, 1, 1, false, 10, 424.3, 37.39, 10, 1867.4, 197.04
9k, 1, 1, 0, true, 10, 2096.6, 109.47, 10, 14056.0, 435.87
9k, 1, 1, 0, false, 10, 2131.5, 110.02, 10, 3403.0, 161.13
9k, 1, 1, 1, true, 10, 1712.6, 203.31, 10, 13757.7, 1419.8
9k, 1, 1, 1, false, 10, 1785.6, 323.57, 10, 3588.4, 194.05
9k, 2, 2, 0, true, 10, 1810.1, 118.64, 10, 1916.6, 162.2
9k, 2, 2, 0, false, 10, 2146.0, 113.19, 10, 4007.9, 188.88
9k, 2, 2, 1, true, 10, 1287.7, 45.6, 10, 2099.5, 195.66
9k, 2, 2, 1, false, 10, 1721.3, 135.15, 10, 4025.1, 240.5
9k, 2, 4, 0, true, 10, 1777.0, 66.94, 10, 2092.7, 152.69
9k, 2, 4, 0, false, 10, 2218.7, 129.96, 10, 4175.6, 270.01
9k, 2, 4, 1, true, 10, 1225.1, 40.43, 10, 1963.2, 197.97
9k, 2, 4, 1, false, 10, 1734.3, 86.27, 10, 4003.1, 174.92
9k, 2, 6, 0, true, 10, 1747.2, 65.59, 10, 520.1, 42.02
9k, 2, 6, 0, false, 10, 2217.3, 92.68, 10, 4195.9, 296.76
9k, 2, 6, 1, true, 10, 1230.2, 58.36, 10, 525.7, 46.05
9k, 2, 6, 1, false, 10, 1694.9, 95.33, 10, 4143.9, 59.58
9k, 3, 1, 0, true, 10, 1678.2, 57.31, 10, 427.5, 28.04
9k, 3, 1, 0, false, 10, 2129.6, 65.02, 10, 3848.8, 245.78
9k, 3, 1, 1, true, 10, 1182.1, 42.17, 10, 390.1, 25.76
9k, 3, 1, 1, false, 10, 1655.5, 88.22, 10, 3791.2, 183.6
9k, 4, 1, 0, true, 10, 1975.2, 132.11, 10, 15310.4, 445.4
9k, 4, 1, 0, false, 10, 2427.3, 242.39, 10, 3873.1, 187.82
9k, 4, 1, 1, true, 10, 1726.9, 176.03, 10, 14726.6, 512.94
9k, 4, 1, 1, false, 10, 2211.7, 234.17, 10, 3603.6, 204.39
9k, 5, 2, 0, true, 10, 1672.8, 172.13, 10, 1602.7, 141.01
9k, 5, 2, 0, false, 10, 2087.3, 185.65, 10, 4337.5, 311.88
9k, 5, 2, 1, true, 10, 1348.0, 93.21, 10, 1289.4, 116.04
9k, 5, 2, 1, false, 10, 1664.9, 112.66, 10, 4108.0, 275.38
9k, 5, 4, 0, true, 10, 1694.6, 175.78, 10, 1729.9, 74.79
9k, 5, 4, 0, false, 10, 2008.9, 209.83, 10, 4354.7, 184.93
9k, 5, 4, 1, true, 10, 1363.2, 123.1, 10, 1734.0, 127.72
9k, 5, 4, 1, false, 10, 1661.1, 126.71, 10, 4226.8, 334.27
9k, 5, 6, 0, true, 10, 1744.0, 229.44, 10, 1725.7, 100.09
9k, 5, 6, 0, false, 10, 2043.8, 180.26, 10, 3442.5, 197.42
9k, 5, 6, 1, true, 10, 1355.4, 121.17, 10, 1716.1, 100.61
9k, 5, 6, 1, false, 10, 1660.8, 119.53, 10, 3394.4, 222.64
9k, 6, 1, 0, true, 10, 1635.9, 150.17, 10, 1048.3, 118.16
9k, 6, 1, 0, false, 10, 2012.7, 203.84, 10, 4618.5, 317.42
9k, 6, 1, 1, true, 10, 1286.2, 87.05, 10, 1001.0, 97.65
9k, 6, 1, 1, false, 10, 1618.2, 158.64, 10, 4284.9, 172.25
9k, 7, 2, 0, true, 10, 383.8, 6.05, 10, 1502.6, 67.34
9k, 7, 2, 0, false, 10, 442.5, 11.62, 10, 1849.4, 81.61
9k, 7, 2, 1, true, 10, 293.8, 22.77, 10, 1504.4, 155.02
9k, 7, 2, 1, false, 10, 334.0, 16.95, 10, 1787.1, 198.68
9k, 7, 4, 0, true, 10, 455.2, 13.91, 10, 2130.1, 157.59
9k, 7, 4, 0, false, 10, 503.0, 12.81, 10, 1941.3, 146.76
9k, 7, 4, 1, true, 10, 344.6, 12.12, 10, 1985.1, 145.43
9k, 7, 4, 1, false, 10, 381.9, 14.95, 10, 1969.3, 187.76
9k, 7, 6, 0, true, 10, 470.9, 8.93, 10, 1236.3, 224.5
9k, 7, 6, 0, false, 10, 504.9, 13.46, 10, 1861.1, 142.33
9k, 7, 6, 1, true, 10, 343.7, 11.9, 10, 1211.1, 146.41
9k, 7, 6, 1, false, 10, 387.1, 11.85, 10, 1681.8, 131.07
9k, 8, 1, 0, true, 10, 382.4, 3.85, 10, 1540.4, 194.07
9k, 8, 1, 0, false, 10, 421.4, 21.85, 10, 1084.5, 106.58
9k, 8, 1, 1, true, 10, 285.5, 5.66, 10, 1394.1, 158.79
9k, 8, 1, 1, false, 10, 311.7, 14.82, 10, 1084.7, 99.27
9k, 9, 2, 0, true, 10, 393.2, 22.17, 10, 2121.9, 162.88
9k, 9, 2, 0, false, 10, 472.8, 17.17, 10, 1434.5, 86.0
9k, 9, 2, 1, true, 10, 318.7, 15.58, 10, 2062.5, 133.17
9k, 9, 2, 1, false, 10, 425.9, 42.88, 10, 1487.0, 68.71
9k, 9, 4, 0, true, 10, 381.7, 24.61, 10, 2087.3, 195.39
9k, 9, 4, 0, false, 10, 469.1, 28.88, 10, 2077.2, 111.61
9k, 9, 4, 1, true, 10, 339.8, 15.44, 10, 2125.0, 232.2
9k, 9, 4, 1, false, 10, 423.9, 30.88, 10, 2149.0, 224.52
9k, 9, 6, 0, true, 10, 410.1, 18.48, 10, 1862.9, 283.68
9k, 9, 6, 0, false, 10, 495.3, 37.78, 10, 1513.9, 146.86
9k, 9, 6, 1, true, 10, 355.5, 33.49, 10, 1899.4, 125.65
9k, 9, 6, 1, false, 10, 413.7, 38.95, 10, 1539.9, 159.32
9k, 10, 1, 0, true, 10, 376.2, 17.57, 10, 1341.8, 115.94
9k, 10, 1, 0, false, 10, 450.1, 18.88, 10, 1403.7, 110.5
9k, 10, 1, 1, true, 10, 337.7, 15.99, 10, 1257.2, 102.0
9k, 10, 1, 1, false, 10, 397.0, 12.23, 10, 1352.4, 81.21
10k, 1, 1, 0, true, 10, 2112.6, 75.74, 10, 15224.6, 394.5
10k, 1, 1, 0, false, 10, 2134.8, 94.97, 10, 3565.2, 117.63
10k, 1, 1, 1, true, 10, 1634.0, 33.11, 10, 14536.2, 418.76
10k, 1, 1, 1, false, 10, 1693.4, 76.03, 10, 3528.6, 97.02
10k, 2, 2, 0, true, 10, 1811.0, 64.81, 10, 2009.5, 157.34
10k, 2, 2, 0, false, 10, 2234.8, 85.52, 10, 4031.3, 186.93
10k, 2, 2, 1, true, 10, 1326.2, 74.4, 10, 1931.1, 110.45
10k, 2, 2, 1, false, 10, 1760.0, 81.26, 10, 3990.4, 277.67
10k, 2, 4, 0, true, 10, 1784.5, 116.26, 10, 2067.8, 171.76
10k, 2, 4, 0, false, 10, 2286.1, 321.49, 10, 4045.7, 302.47
10k, 2, 4, 1, true, 10, 1236.5, 46.5, 10, 1944.2, 90.7
10k, 2, 4, 1, false, 10, 1679.5, 86.95, 10, 3970.8, 208.52
10k, 2, 6, 0, true, 10, 1744.6, 129.08, 10, 524.7, 69.05
10k, 2, 6, 0, false, 10, 2245.4, 167.45, 10, 4479.4, 279.74
10k, 2, 6, 1, true, 10, 1273.0, 64.41, 10, 498.3, 42.58
10k, 2, 6, 1, false, 10, 1745.3, 84.94, 10, 4081.3, 215.76
10k, 3, 1, 0, true, 10, 1677.9, 97.01, 10, 408.4, 41.53
10k, 3, 1, 0, false, 10, 2076.3, 140.98, 10, 3753.4, 209.45
10k, 3, 1, 1, true, 10, 1196.3, 23.03, 10, 423.2, 29.59
10k, 3, 1, 1, false, 10, 1644.2, 85.53, 10, 3722.0, 152.23
