# of tokens, conf, # of clusters, aes_ni, detected, token encryption (trials), token encryption (mean), token encryption (stdev), token detection (trials), token detection (mean), token detection (stdev)
10k, 4, 1, 0, true, 10, 2026.9, 113.58, 10, 16405.3, 750.18
10k, 4, 1, 0, false, 10, 2520.6, 173.59, 10, 4164.3, 239.22
10k, 4, 1, 1, true, 10, 1700.8, 101.45, 10, 15604.9, 700.78
10k, 4, 1, 1, false, 10, 2192.7, 183.83, 10, 4043.2, 110.91
10k, 5, 2, 0, true, 10, 1622.6, 166.47, 10, 1411.3, 112.76
10k, 5, 2, 0, false, 10, 2065.4, 268.35, 10, 4373.6, 323.21
10k, 5, 2, 1, true, 10, 1344.6, 120.01, 10, 1315.2, 113.18
10k, 5, 2, 1, false, 10, 1619.6, 104.0, 10, 4139.0, 190.31
10k, 5, 4, 0, true, 10, 1591.8, 144.9, 10, 1638.1, 98.12
10k, 5, 4, 0, false, 10, 1900.1, 139.61, 10, 4104.0, 276.8
10k, 5, 4, 1, true, 10, 1291.6, 67.55, 10, 1591.9, 85.83
10k, 5, 4, 1, false, 10, 1615.9, 89.27, 10, 4096.6, 172.7
10k, 5, 6, 0, true, 10, 1643.9, 122.35, 10, 1677.9, 124.73
10k, 5, 6, 0, false, 10, 1986.2, 193.93, 10, 4291.1, 307.09
10k, 5, 6, 1, true, 10, 1399.1, 71.18, 10, 1704.1, 132.9
10k, 5, 6, 1, false, 10, 1643.6, 107.59, 10, 4099.1, 174.98
10k, 6, 1, 0, true, 10, 1480.6, 121.06, 10, 965.6, 136.44
10k, 6, 1, 0, false, 10, 1777.9, 85.64, 10, 4611.1, 186.63
10k, 6, 1, 1, true, 10, 1267.1, 125.53, 10, 1046.3, 106.51
10k, 6, 1, 1, false, 10, 1552.4, 138.79, 10, 4932.4, 224.01
10k, 7, 2, 0, true, 10, 391.8, 9.52, 10, 1440.1, 130.4
10k, 7, 2, 0, false, 10, 441.0, 16.39, 10, 1811.1, 63.5
10k, 7, 2, 1, true, 10, 285.9, 10.4, 10, 1360.3, 94.27
10k, 7, 2, 1, false, 10, 336.4, 15.49, 10, 1775.3, 180.11
10k, 7, 4, 0, true, 10, 448.9, 14.86, 10, 2040.7, 168.97
10k, 7, 4, 0, false, 10, 501.6, 17.98, 10, 1929.4, 154.84
10k, 7, 4, 1, true, 10, 332.7, 10.35, 10, 2144.0, 128.88
10k, 7, 4, 1, false, 10, 384.8, 13.4, 10, 1948.0, 228.04
10k, 7, 6, 0, true, 10, 449.2, 12.05, 10, 1520.9, 170.07
10k, 7, 6, 0, false, 10, 519.8, 10.69, 10, 1721.2, 152.25
10k, 7, 6, 1, true, 10, 337.9, 5.19, 10, 1657.0, 223.0
10k, 7, 6, 1, false, 10, 393.2, 21.49, 10, 1683.7, 117.61
10k, 8, 1, 0, true, 10, 382.9, 10.04, 10, 1582.9, 137.11
10k, 8, 1, 0, false, 10, 430.8, 16.9, 10, 1142.8, 97.79
10k, 8, 1, 1, true, 10, 279.9, 8.46, 10, 1539.3, 163.03
10k, 8, 1, 1, false, 10, 324.6, 12.24, 10, 1057.0, 89.86
10k, 9, 2, 0, true, 10, 402.5, 17.61, 10, 2092.5, 176.78
10k, 9, 2, 0, false, 10, 518.2, 40.08, 10, 1762.4, 131.29
10k, 9, 2, 1, true, 10, 335.8, 24.96, 10, 2115.2, 170.05
10k, 9, 2, 1, false, 10, 411.0, 39.77, 10, 1801.3, 136.64
10k, 9, 4, 0, true, 10, 422.5, 47.97, 10, 2078.9, 166.0
10k, 9, 4, 0, false, 10, 506.1, 51.05, 10, 2280.4, 183.89
10k, 9, 4, 1, true, 10, 337.0, 19.53, 10, 2020.7, 136.48
10k, 9, 4, 1, false, 10, 408.7, 34.98, 10, 2184.5, 158.15
10k, 9, 6, 0, true, 10, 428.4, 39.92, 10, 1918.2, 150.36
10k, 9, 6, 0, false, 10, 485.9, 35.64, 10, 1557.8, 151.61
10k, 9, 6, 1, true, 10, 388.6, 51.37, 10, 1791.3, 198.8
10k, 9, 6, 1, false, 10, 443.9, 55.07, 10, 1669.5, 184.7
10k, 10, 1, 0, true, 10, 383.3, 19.08, 10, 1055.3, 99.33
10k, 10, 1, 0, false, 10, 476.2, 35.92, 10, 1868.7, 150.09
10k, 10, 1, 1, true, 10, 324.9, 7.99, 10, 1107.3, 128.22
10k, 10, 1, 1, false, 10, 399.6, 30.06, 10, 1835.7, 72.35
11k, 1, 1, 0, true, 10, 2096.6, 88.33, 10, 15904.7, 386.06
11k, 1, 1, 0, false, 10, 2153.0, 102.33, 10, 3454.3, 226.39
11k, 1, 1, 1, true, 10, 1680.7, 93.51, 10, 15620.2, 791.6
11k, 1, 1, 1, false, 10, 1652.3, 89.47, 10, 3549.5, 204.15
11k, 2, 2, 0, true, 10, 1744.7, 51.79, 10, 1964.5, 109.96
11k, 2, 2, 0, false, 10, 2115.4, 161.88, 10, 3988.9, 283.55
11k, 2, 2, 1, true, 10, 1272.4, 25.78, 10, 1895.4, 112.79
11k, 2, 2, 1, false, 10, 1705.3, 74.87, 10, 4025.7, 228.65
11k, 2, 4, 0, true, 10, 1734.1, 89.8, 10, 1935.5, 98.58
11k, 2, 4, 0, false, 10, 2200.7, 120.8, 10, 3889.5, 177.08
11k, 2, 4, 1, true, 10, 1247.6, 41.83, 10, 2005.8, 101.98
11k, 2, 4, 1, false, 10, 1715.1, 105.41, 10, 3846.4, 251.93
11k, 2, 6, 0, true, 10, 1735.6, 81.18, 10, 531.9, 24.87
11k, 2, 6, 0, false, 10, 2235.4, 153.7, 10, 4187.5, 235.26
11k, 2, 6, 1, true, 10, 1242.0, 57.82, 10, 515.2, 45.14
11k, 2, 6, 1, false, 10, 1757.4, 209.08, 10, 4219.8, 232.41
11k, 3, 1, 0, true, 10, 1728.4, 77.95, 10, 428.0, 16.36
11k, 3, 1, 0, false, 10, 2210.4, 110.14, 10, 3911.5, 114.11
11k, 3, 1, 1, true, 10, 1198.6, 51.44, 10, 417.0, 28.98
11k, 3, 1, 1, false, 10, 1685.8, 146.9, 10, 3912.0, 214.23
11k, 4, 1, 0, true, 10, 2187.1, 342.94, 10, 16454.7, 1355.5
11k, 4, 1, 0, false, 10, 2518.4, 275.51, 10, 4153.9, 347.36
11k, 4, 1, 1, true, 10, 1868.6, 193.71, 10, 15754.5, 398.56
11k, 4, 1, 1, false, 10, 2286.1, 166.35, 10, 4109.8, 255.53
11k, 5, 2, 0, true, 10, 1627.0, 108.48, 10, 1287.6, 105.75
11k, 5, 2, 0, false, 10, 1923.6, 130.95, 10, 4357.6, 213.31
11k, 5, 2, 1, true, 10, 1333.9, 55.72, 10, 1235.7, 110.01
11k, 5, 2, 1, false, 10, 1741.2, 179.87, 10, 4273.2, 213.7
11k, 5, 4, 0, true, 10, 1580.2, 90.2, 10, 1653.0, 74.06
11k, 5, 4, 0, false, 10, 2027.9, 169.79, 10, 3921.3, 104.29
11k, 5, 4, 1, true, 10, 1427.2, 210.7, 10, 1769.9, 64.62
11k, 5, 4, 1, false, 10, 1726.5, 171.38, 10, 3831.1, 164.63
11k, 5, 6, 0, true, 10, 1735.8, 122.81, 10, 1735.3, 55.56
11k, 5, 6, 0, false, 10, 2017.4, 151.21, 10, 3522.8, 98.25
11k, 5, 6, 1, true, 10, 1487.2, 203.0, 10, 1676.4, 87.14
11k, 5, 6, 1, false, 10, 1702.0, 102.29, 10, 3348.8, 103.64
11k, 6, 1, 0, true, 10, 1651.4, 170.75, 10, 921.7, 120.89
11k, 6, 1, 0, false, 10, 1922.0, 154.3, 10, 4757.2, 308.74
11k, 6, 1, 1, true, 10, 1193.3, 78.88, 10, 886.8, 150.87
11k, 6, 1, 1, false, 10, 1620.0, 234.79, 10, 4584.2, 354.66
11k, 7, 2, 0, true, 10, 386.2, 9.64, 10, 1751.2, 168.78
11k, 7, 2, 0, false, 10, 442.8, 9.83, 10, 1995.7, 83.08
11k, 7, 2, 1, true, 10, 293.8, 11.51, 10, 1697.8, 158.78
11k, 7, 2, 1, false, 10, 340.9, 15.64, 10, 2017.9, 146.98
11k, 7, 4, 0, true, 10, 452.2, 11.93, 10, 2350.0, 223.17
11k, 7, 4, 0, false, 10, 498.4, 11.67, 10, 2047.8, 149.31
11k, 7, 4, 1, true, 10, 339.3, 12.6, 10, 2344.9, 163.74
11k, 7, 4, 1, false, 10, 388.8, 11.81, 10, 2137.3, 196.84
11k, 7, 6, 0, true, 10, 457.4, 8.99, 10, 1508.0, 87.94
11k, 7, 6, 0, false, 10, 522.0, 22.54, 10, 1932.8, 214.75
11k, 7, 6, 1, true, 10, 340.5, 11.57, 10, 1506.1, 198.23
11k, 7, 6, 1, false, 10, 389.5, 13.61, 10, 2094.8, 203.43
11k, 8, 1, 0, true, 10, 380.8, 7.73, 10, 1339.3, 128.84
11k, 8, 1, 0, false, 10, 426.6, 7.62, 10, 981.9, 51.1
11k, 8, 1, 1, true, 10, 282.8, 9.24, 10, 1376.9, 108.46
11k, 8, 1, 1, false, 10, 337.1, 23.48, 10, 1074.8, 109.89
11k, 9, 2, 0, true, 10, 401.4, 23.44, 10, 2298.6, 161.39
11k, 9, 2, 0, false, 10, 486.9, 37.8, 10, 1581.0, 180.13
11k, 9, 2, 1, true, 10, 336.8, 20.82, 10, 2227.1, 146.54
11k, 9, 2, 1, false, 10, 437.0, 47.67, 10, 1524.6, 189.46
11k, 9, 4, 0, true, 10, 402.5, 13.09, 10, 2365.7, 69.07
11k, 9, 4, 0, false, 10, 494.2, 42.0, 10, 2283.0, 74.13
11k, 9, 4, 1, true, 10, 364.0, 30.22, 10, 2258.5, 147.69
11k, 9, 4, 1, false, 10, 440.6, 44.86, 10, 2319.1, 135.76
11k, 9, 6, 0, true, 10, 445.0, 34.55, 10, 2029.3, 240.23
11k, 9, 6, 0, false, 10, 448.6, 14.28, 10, 1543.8, 126.24
11k, 9, 6, 1, true, 10, 350.0, 41.95, 10, 2042.5, 200.67
11k, 9, 6, 1, false, 10, 432.8, 40.89, 10, 1526.6, 148.66
11k, 10, 1, 0, true, 10, 389.3, 13.1, 10, 1463.5, 117.29
11k, 10, 1, 0, false, 10, 487.0, 44.31, 10, 1553.0, 151.55
11k, 10, 1, 1, true, 10, 315.3, 26.67, 10, 1495.2, 69.74
11k, 10, 1, 1, false, 10, 407.2, 30.59, 10, 1646.1, 221.87
12k, 1, 1, 0, true, 10, 2170.4, 216.86, 10, 17553.9, 675.11
12k, 1, 1, 0, false, 10, 2164.0, 105.32, 10, 3556.2, 334.25
12k, 1, 1, 1, true, 10, 1621.3, 51.14, 10, 16442.0, 533.53
12k, 1, 1, 1, false, 10, 1647.3, 57.68, 10, 3556.0, 96.27
12k, 2, 2, 0, true, 10, 1770.0, 64.18, 10, 2027.2, 118.65
12k, 2, 2, 0, false, 10, 2134.2, 112.16, 10, 4071.0, 153.12
12k, 2, 2, 1, true, 10, 1326.1, 73.78, 10, 2066.1, 161.6
12k, 2, 2, 1, false, 10, 1693.4, 47.32, 10, 4377.7, 181.82
12k, 2, 4, 0, true, 10, 1749.0, 72.59, 10, 1877.2, 156.14
12k, 2, 4, 0, false, 10, 2209.2, 157.81, 10, 3904.1, 131.71
12k, 2, 4, 1, true, 10, 1234.5, 39.86, 10, 1835.2, 189.51
12k, 2, 4, 1, false, 10, 1717.9, 145.33, 10, 3898.7, 182.37
12k, 2, 6, 0, true, 10, 1750.7, 94.75, 10, 507.1, 45.32
12k, 2, 6, 0, false, 10, 2208.6, 164.5, 10, 4244.5, 103.34
12k, 2, 6, 1, true, 10, 1274.7, 85.43, 10, 504.9, 39.31
12k, 2, 6, 1, false, 10, 1794.6, 155.47, 10, 4237.9, 197.7
12k, 3, 1, 0, true, 10, 1743.6, 104.48, 10, 449.6, 41.28
12k, 3, 1, 0, false, 10, 2233.3, 164.89, 10, 3907.8, 287.98
12k, 3, 1, 1, true, 10, 1196.3, 36.91, 10, 411.4, 36.83
12k, 3, 1, 1, false, 10, 1713.5, 89.47, 10, 3711.2, 93.13
12k, 4, 1, 0, true, 10, 2061.2, 129.22, 10, 16787.4, 826.87
12k, 4, 1, 0, false, 10, 2558.7, 298.78, 10, 4009.8, 170.22
12k, 4, 1, 1, true, 10, 1728.6, 168.34, 10, 16023.3, 459.94
12k, 4, 1, 1, false, 10, 2086.3, 241.1, 10, 3880.8, 150.63
12k, 5, 2, 0, true, 10, 1616.0, 155.69, 10, 1291.8, 136.82
12k, 5, 2, 0, false, 10, 2091.7, 244.69, 10, 4372.3, 124.7
12k, 5, 2, 1, true, 10, 1353.0, 101.34, 10, 1270.1, 181.48
12k, 5, 2, 1, false, 10, 1747.6, 222.6, 10, 4217.2, 268.55
12k, 5, 4, 0, true, 10, 1611.3, 106.37, 10, 1639.5, 88.47
12k, 5, 4, 0, false, 10, 2007.9, 189.15, 10, 4448.5, 148.86
12k, 5, 4, 1, true, 10, 1333.5, 100.57, 10, 1614.9, 95.78
12k, 5, 4, 1, false, 10, 1873.7, 198.0, 10, 4339.9, 328.87
12k, 5, 6, 0, true, 10, 1720.4, 140.17, 10, 1698.6, 51.98
12k, 5, 6, 0, false, 10, 1953.2, 175.76, 10, 3525.3, 158.49
12k, 5, 6, 1, true, 10, 1368.2, 114.97, 10, 1732.3, 140.47
12k, 5, 6, 1, false, 10, 1681.5, 173.15, 10, 3421.0, 183.33
12k, 6, 1, 0, true, 10, 1598.3, 191.86, 10, 979.6, 122.06
12k, 6, 1, 0, false, 10, 2121.4, 275.87, 10, 4940.4, 396.11
12k, 6, 1, 1, true, 10, 1270.1, 66.03, 10, 985.3, 127.78
12k, 6, 1, 1, false, 10, 1729.2, 151.09, 10, 4826.3, 193.39
12k, 7, 2, 0, true, 10, 391.2, 9.62, 10, 1651.2, 151.6
12k, 7, 2, 0, false, 10, 441.2, 14.24, 10, 1902.0, 165.87
12k, 7, 2, 1, true, 10, 283.9, 5.22, 10, 1709.8, 94.34
12k, 7, 2, 1, false, 10, 343.0, 21.66, 10, 1981.2, 185.54
12k, 7, 4, 0, true, 10, 450.9, 16.35, 10, 2324.3, 160.05
12k, 7, 4, 0, false, 10, 497.0, 21.11, 10, 2033.5, 230.57
12k, 7, 4, 1, true, 10, 335.1, 10.19, 10, 2441.9, 229.22
12k, 7, 4, 1, false, 10, 391.3, 15.96, 10, 2017.5, 86.54
12k, 7, 6, 0, true, 10, 451.7, 7.59, 10, 1387.0, 107.65
12k, 7, 6, 0, false, 10, 527.0, 17.75, 10, 1835.2, 113.79
12k, 7, 6, 1, true, 10, 341.0, 17.79, 10, 1499.2, 155.74
12k, 7, 6, 1, false, 10, 393.0, 14.55, 10, 1879.2, 125.9
12k, 8, 1, 0, true, 10, 379.2, 7.72, 10, 1402.1, 128.62
12k, 8, 1, 0, false, 10, 429.0, 11.52, 10, 1097.5, 94.66
12k, 8, 1, 1, true, 10, 282.9, 7.38, 10, 1409.3, 68.04
12k, 8, 1, 1, false, 10, 327.8, 20.75, 10, 1050.8, 125.26
12k, 9, 2, 0, true, 10, 388.8, 21.16, 10, 1965.1, 104.76
12k, 9, 2, 0, false, 10, 503.2, 41.0, 10, 1493.4, 95.35
12k, 9, 2, 1, true, 10, 326.0, 13.89, 10, 2040.2, 113.2
12k, 9, 2, 1, false, 10, 457.2, 36.61, 10, 1444.6, 51.01
12k, 9, 4, 0, true, 10, 401.7, 24.98, 10, 1968.1, 193.41
12k, 9, 4, 0, false, 10, 469.9, 32.63, 10, 2097.5, 97.53
12k, 9, 4, 1, true, 10, 356.9, 28.62, 10, 2003.5, 218.27
12k, 9, 4, 1, false, 10, 467.6, 55.15, 10, 2065.6, 96.26
12k, 9, 6, 0, true, 10, 417.3, 38.84, 10, 1825.9, 211.32
12k, 9, 6, 0, false, 10, 481.4, 34.91, 10, 1362.3, 93.61
12k, 9, 6, 1, true, 10, 362.3, 36.66, 10, 1863.2, 151.81
12k, 9, 6, 1, false, 10, 419.9, 33.13, 10, 1430.6, 53.58
12k, 10, 1, 0, true, 10, 414.3, 41.3, 10, 1141.9, 118.91
12k, 10, 1, 0, false, 10, 489.0, 34.67, 10, 1335.3, 84.97
12k, 10, 1, 1, true, 10, 321.9, 30.98, 10, 1166.7, 81.03
12k, 10, 1, 1, false, 10, 412.1, 41.84, 10, 1344.6, 108.1
13k, 1, 1, 0, true, 10, 2055.1, 41.13, 10, 17376.5, 344.84
13k, 1, 1, 0, false, 10, 2107.8, 95.23, 10, 3430.3, 181.9
13k, 1, 1, 1, true, 10, 1649.2, 41.8, 10, 17153.2, 499.58
13k, 1, 1, 1, false, 10, 1616.4, 35.9, 10, 3440.0, 221.32
13k, 2, 2, 0, true, 10, 1845.2, 106.39, 10, 2003.5, 161.41
13k, 2, 2, 0, false, 10, 2142.1, 113.75, 10, 4331.3, 168.06
13k, 2, 2, 1, true, 10, 1347.9, 99.47, 10, 2060.4, 174.87
13k, 2, 2, 1, false, 10, 1826.9, 209.72, 10, 4351.5, 209.49
13k, 2, 4, 0, true, 10, 1748.5, 86.3, 10, 1808.1, 134.74
13k, 2, 4, 0, false, 10, 2246.2, 160.41, 10, 3878.9, 209.4
13k, 2, 4, 1, true, 10, 1228.7, 34.51, 10, 1817.7, 152.65
13k, 2, 4, 1, false, 10, 1779.8, 96.22, 10, 3862.4, 223.87
13k, 2, 6, 0, true, 10, 1732.8, 65.51, 10, 523.9, 33.78
13k, 2, 6, 0, false, 10, 2243.1, 105.29, 10, 4299.5, 215.88
13k, 2, 6, 1, true, 10, 1293.4, 143.01, 10, 608.1, 85.03
13k, 2, 6, 1, false, 10, 1813.9, 216.6, 10, 4272.1, 232.22
13k, 3, 1, 0, true, 10, 1709.8, 59.69, 10, 415.5, 26.25
13k, 3, 1, 0, false, 10, 2178.8, 114.1, 10, 3786.6, 220.94
13k, 3, 1, 1, true, 10, 1172.7, 24.89, 10, 400.7, 25.95
13k, 3, 1, 1, false, 10, 1671.6, 68.39, 10, 3702.7, 193.04
13k, 4, 1, 0, true, 10, 2128.6, 148.69, 10, 17866.0, 618.93
13k, 4, 1, 0, false, 10, 2360.3, 308.33, 10, 4063.7, 236.72
13k, 4, 1, 1, true, 10, 1841.5, 264.05, 10, 17832.4, 693.62
13k, 4, 1, 1, false, 10, 2190.9, 193.06, 10, 4236.5, 359.78
13k, 5, 2, 0, true, 10, 1662.3, 167.99, 10, 1141.9, 92.99
13k, 5, 2, 0, false, 10, 2162.7, 272.72, 10, 4668.7, 362.71
13k, 5, 2, 1, true, 10, 1493.1, 234.15, 10, 1102.4, 105.63
13k, 5, 2, 1, false, 10, 1979.1, 272.72, 10, 4736.0, 489.39
13k, 5, 4, 0, true, 10, 1746.9, 198.78, 10, 1731.0, 73.52
13k, 5, 4, 0, false, 10, 2100.5, 270.96, 10, 4737.3, 170.03
13k, 5, 4, 1, true, 10, 1395.3, 133.52, 10, 1648.5, 77.08
13k, 5, 4, 1, false, 10, 1682.9, 74.12, 10, 4886.2, 217.9
13k, 5, 6, 0, true, 10, 1772.6, 271.89, 10, 1745.2, 141.09
13k, 5, 6, 0, false, 10, 1996.9, 131.47, 10, 3531.4, 179.67
13k, 5, 6, 1, true, 10, 1419.8, 76.46, 10, 1748.3, 126.8
13k, 5, 6, 1, false, 10, 1776.8, 100.69, 10, 3401.7, 139.51
13k, 6, 1, 0, true, 10, 1631.1, 169.79, 10, 955.7, 106.71
13k, 6, 1, 0, false, 10, 1962.9, 238.75, 10, 4812.2, 157.19
13k, 6, 1, 1, true, 10, 1245.6, 91.0, 10, 984.5, 120.39
13k, 6, 1, 1, false, 10, 1586.0, 130.83, 10, 4732.5, 246.28
13k, 7, 2, 0, true, 10, 386.2, 11.08, 10, 1862.9, 109.43
13k, 7, 2, 0, false, 10, 446.5, 14.44, 10, 2128.4, 212.5
13k, 7, 2, 1, true, 10, 289.6, 10.95, 10, 1906.6, 162.27
13k, 7, 2, 1, false, 10, 337.7, 15.36, 10, 2024.7, 175.69
13k, 7, 4, 0, true, 10, 463.3, 4.17, 10, 2735.0, 137.17
13k, 7, 4, 0, false, 10, 500.7, 15.48, 10, 2099.0, 81.57
13k, 7, 4, 1, true, 10, 329.1, 13.16, 10, 2570.1, 206.8
13k, 7, 4, 1, false, 10, 383.0, 9.51, 10, 2153.5, 164.25
13k, 7, 6, 0, true, 10, 457.1, 13.6, 10, 1824.2, 197.04
13k, 7, 6, 0, false, 10, 522.1, 19.02, 10, 1957.5, 133.08
13k, 7, 6, 1, true, 10, 343.2, 8.54, 10, 1858.2, 133.08
13k, 7, 6, 1, false, 10, 398.5, 8.58, 10, 1988.0, 154.56
13k, 8, 1, 0, true, 10, 386.6, 12.82, 10, 1785.8, 147.22
13k, 8, 1, 0, false, 10, 429.0, 15.96, 10, 1166.3, 130.18
13k, 8, 1, 1, true, 10, 285.3, 11.45, 10, 1919.3, 168.24
13k, 8, 1, 1, false, 10, 330.9, 12.93, 10, 1163.5, 72.48
13k, 9, 2, 0, true, 10, 417.8, 40.67, 10, 2008.2, 139.83
13k, 9, 2, 0, false, 10, 528.2, 63.66, 10, 1568.4, 89.45
13k, 9, 2, 1, true, 10, 330.5, 20.24, 10, 2119.0, 198.26
13k, 9, 2, 1, false, 10, 424.6, 34.91, 10, 1601.0, 141.74
13k, 9, 4, 0, true, 10, 390.5, 21.81, 10, 2122.7, 162.91
13k, 9, 4, 0, false, 10, 491.5, 38.57, 10, 1980.4, 147.98
13k, 9, 4, 1, true, 10, 334.2, 13.67, 10, 2113.6, 202.93
13k, 9, 4, 1, false, 10, 431.1, 39.81, 10, 1975.7, 187.5
13k, 9, 6, 0, true, 10, 396.4, 20.71, 10, 1926.1, 116.86
13k, 9, 6, 0, false, 10, 485.9, 32.93, 10, 1443.0, 64.2
13k, 9, 6, 1, true, 10, 361.6, 32.85, 10, 1950.3, 126.22
13k, 9, 6, 1, false, 10, 441.9, 47.01, 10, 1487.7, 127.39
13k, 10, 1, 0, true, 10, 371.9, 15.67, 10, 1383.8, 70.2
13k, 10, 1, 0, false, 10, 439.9, 24.64, 10, 1454.0, 73.33
13k, 10, 1, 1, true, 10, 315.5, 11.02, 10, 1349.2, 114.36
13k, 10, 1, 1, false, 10, 434.6, 63.5, 10, 1447.9, 84.82
14k, 1, 1, 0, true, 10, 2147.1, 101.42, 10, 17676.8, 364.41
14k, 1, 1, 0, false, 10, 2212.0, 153.8, 10, 3694.3, 232.07
14k, 1, 1, 1, true, 10, 1644.4, 74.11, 10, 17406.0, 674.86
14k, 1, 1, 1, false, 10, 1655.5, 81.61, 10, 3556.4, 138.75
14k, 2, 2, 0, true, 10, 1793.6, 45.72, 10, 2049.8, 193.68
14k, 2, 2, 0, false, 10, 2156.2, 110.21, 10, 4321.8, 162.44
14k, 2, 2, 1, true, 10, 1289.5, 38.55, 10, 1959.9, 171.74
14k, 2, 2, 1, false, 10, 1730.7, 85.62, 10, 4328.2, 172.43
14k, 2, 4, 0, true, 10, 1720.1, 33.66, 10, 1830.9, 189.96
14k, 2, 4, 0, false, 10, 2250.8, 81.31, 10, 3798.9, 137.26
14k, 2, 4, 1, true, 10, 1270.6, 107.99, 10, 1897.1, 178.99
14k, 2, 4, 1, false, 10, 1701.8, 101.47, 10, 3829.4, 196.54
14k, 2, 6, 0, true, 10, 1729.0, 82.46, 10, 530.2, 59.96
14k, 2, 6, 0, false, 10, 2185.8, 98.13, 10, 4312.9, 183.78
14k, 2, 6, 1, true, 10, 1290.1, 86.73, 10, 500.5, 43.72
14k, 2, 6, 1, false, 10, 1829.0, 212.38, 10, 4253.4, 232.38
14k, 3, 1, 0, true, 10, 1721.8, 96.77, 10, 429.6, 42.26
14k, 3, 1, 0, false, 10, 2297.6, 161.03, 10, 3994.4, 194.95
14k, 3, 1, 1, true, 10, 1208.8, 73.16, 10, 418.6, 28.75
14k, 3, 1, 1, false, 10, 1674.4, 139.76, 10, 3902.5, 206.14
14k, 4, 1, 0, true, 10, 2169.5, 322.78, 10, 19310.0, 1771.0
14k, 4, 1, 0, false, 10, 2794.7, 433.03, 10, 4074.1, 431.11
14k, 4, 1, 1, true, 10, 1790.2, 124.65, 10, 18077.8, 617.83
14k, 4, 1, 1, false, 10, 2223.7, 215.72, 10, 3981.5, 185.46
14k, 5, 2, 0, true, 10, 1699.7, 76.64, 10, 1271.2, 110.02
14k, 5, 2, 0, false, 10, 1959.1, 73.52, 10, 4577.9, 217.86
14k, 5, 2, 1, true, 10, 1378.3, 116.62, 10, 1187.2, 86.04
14k, 5, 2, 1, false, 10, 1841.2, 220.39, 10, 4369.3, 203.55
14k, 5, 4, 0, true, 10, 1622.9, 159.02, 10, 1693.8, 104.4
14k, 5, 4, 0, false, 10, 2008.8, 246.8, 10, 4628.5, 231.48
14k, 5, 4, 1, true, 10, 1308.6, 94.27, 10, 1715.8, 126.26
14k, 5, 4, 1, false, 10, 1688.2, 90.75, 10, 4645.2, 197.33
14k, 5, 6, 0, true, 10, 1719.2, 152.87, 10, 1811.3, 152.21
14k, 5, 6, 0, false, 10, 2018.3, 170.81, 10, 3425.9, 163.32
14k, 5, 6, 1, true, 10, 1357.0, 97.43, 10, 1773.3, 121.84
14k, 5, 6, 1, false, 10, 1643.3, 75.6, 10, 3335.0, 155.78
14k, 6, 1, 0, true, 10, 1511.9, 139.17, 10, 925.2, 87.53
14k, 6, 1, 0, false, 10, 2046.7, 144.5, 10, 4653.4, 253.17
14k, 6, 1, 1, true, 10, 1245.7, 45.52, 10, 936.4, 92.63
14k, 6, 1, 1, false, 10, 1591.4, 93.54, 10, 4612.7, 204.55
14k, 7, 2, 0, true, 10, 386.9, 14.31, 10, 1436.1, 104.39
14k, 7, 2, 0, false, 10, 439.1, 13.77, 10, 2053.3, 134.34
14k, 7, 2, 1, true, 10, 297.1, 18.58, 10, 1397.1, 122.66
14k, 7, 2, 1, false, 10, 348.1, 26.4, 10, 2087.7, 129.05
14k, 7, 4, 0, true, 10, 454.7, 11.99, 10, 1966.1, 142.32
14k, 7, 4, 0, false, 10, 496.2, 16.12, 10, 2053.1, 147.85
14k, 7, 4, 1, true, 10, 341.4, 7.64, 10, 1913.6, 145.92
14k, 7, 4, 1, false, 10, 378.3, 16.38, 10, 2036.7, 149.28
14k, 7, 6, 0, true, 10, 457.8, 7.21, 10, 1531.0, 169.39
14k, 7, 6, 0, false, 10, 516.6, 14.96, 10, 1905.5, 88.02
14k, 7, 6, 1, true, 10, 342.6, 8.5, 10, 1564.5, 178.43
14k, 7, 6, 1, false, 10, 400.2, 18.98, 10, 1892.4, 126.78
14k, 8, 1, 0, true, 10, 392.4, 12.48, 10, 1400.8, 106.07
14k, 8, 1, 0, false, 10, 427.8, 23.7, 10, 1005.4, 93.1
14k, 8, 1, 1, true, 10, 286.9, 10.17, 10, 1438.8, 106.91
14k, 8, 1, 1, false, 10, 327.2, 21.41, 10, 1039.6, 83.68
14k, 9, 2, 0, true, 10, 385.7, 27.77, 10, 2034.6, 115.66
14k, 9, 2, 0, false, 10, 481.6, 28.78, 10, 1499.7, 119.58
14k, 9, 2, 1, true, 10, 323.0, 12.54, 10, 2026.1, 160.42
14k, 9, 2, 1, false, 10, 421.2, 51.07, 10, 1438.9, 109.36
14k, 9, 4, 0, true, 10, 404.7, 25.83, 10, 2031.3, 214.14
14k, 9, 4, 0, false, 10, 481.8, 26.36, 10, 1895.9, 178.65
14k, 9, 4, 1, true, 10, 345.4, 20.7, 10, 1939.8, 119.95
14k, 9, 4, 1, false, 10, 410.9, 21.13, 10, 1976.2, 127.79
14k, 9, 6, 0, true, 10, 411.0, 18.56, 10, 2280.5, 215.0
14k, 9, 6, 0, false, 10, 466.7, 19.94, 10, 1556.9, 137.42
14k, 9, 6, 1, true, 10, 343.9, 17.41, 10, 2057.3, 148.48
