# of tokens, conf, # of clusters, aes_ni, detected, token encryption (trials), token encryption (mean), token encryption (stdev), token detection (trials), token detection (mean), token detection (stdev)
5k, 7, 4, 1, false, 1, 394.0, 0.0, 1, 1219.0, 0.0
5k, 7, 6, 0, true, 1, 447.0, 0.0, 1, 1226.0, 0.0
5k, 7, 6, 0, false, 1, 528.0, 0.0, 1, 1487.0, 0.0
5k, 7, 6, 1, true, 1, 328.0, 0.0, 1, 1043.0, 0.0
5k, 7, 6, 1, false, 1, 362.0, 0.0, 1, 1421.0, 0.0
5k, 8, 1, 0, true, 1, 407.0, 0.0, 1, 1015.0, 0.0
5k, 8, 1, 0, false, 1, 424.0, 0.0, 1, 698.0, 0.0
5k, 8, 1, 1, true, 1, 270.0, 0.0, 1, 896.0, 0.0
5k, 8, 1, 1, false, 1, 316.0, 0.0, 1, 701.0, 0.0
5k, 9, 2, 0, true, 1, 408.0, 0.0, 1, 1680.0, 0.0
5k, 9, 2, 0, false, 1, 434.0, 0.0, 1, 907.0, 0.0
5k, 9, 2, 1, true, 1, 324.0, 0.0, 1, 1054.0, 0.0
5k, 9, 2, 1, false, 1, 389.0, 0.0, 1, 905.0, 0.0
5k, 9, 4, 0, true, 1, 435.0, 0.0, 1, 1671.0, 0.0
5k, 9, 4, 0, false, 1, 632.0, 0.0, 1, 1336.0, 0.0
5k, 9, 4, 1, true, 1, 366.0, 0.0, 1, 1037.0, 0.0
5k, 9, 4, 1, false, 1, 389.0, 0.0, 1, 1020.0, 0.0
5k, 9, 6, 0, true, 1, 402.0, 0.0, 1, 1579.0, 0.0
5k, 9, 6, 0, false, 1, 462.0, 0.0, 1, 837.0, 0.0
5k, 9, 6, 1, true, 1, 357.0, 0.0, 1, 962.0, 0.0
5k, 9, 6, 1, false, 1, 402.0, 0.0, 1, 529.0, 0.0
5k, 10, 1, 0, true, 1, 414.0, 0.0, 1, 942.0, 0.0
5k, 10, 1, 0, false, 1, 495.0, 0.0, 1, 1223.0, 0.0
5k, 10, 1, 1, true, 1, 437.0, 0.0, 1, 678.0, 0.0
5k, 10, 1, 1, false, 1, 520.0, 0.0, 1, 995.0, 0.0
6k, 1, 1, 0, true, 1, 2291.0, 0.0, 1, 12310.0, 0.0
6k, 1, 1, 0, false, 1, 2234.0, 0.0, 1, 3687.0, 0.0
6k, 1, 1, 1, true, 1, 1686.0, 0.0, 1, 10651.0, 0.0
6k, 1, 1, 1, false, 1, 1720.0, 0.0, 1, 3591.0, 0.0
6k, 2, 2, 0, true, 1, 2923.0, 0.0, 1, 2037.0, 0.0
6k, 2, 2, 0, false, 1, 2550.0, 0.0, 1, 4566.0, 0.0
6k, 2, 2, 1, true, 1, 1378.0, 0.0, 1, 1963.0, 0.0
6k, 2, 2, 1, false, 1, 2328.0, 0.0, 1, 4231.0, 0.0
6k, 2, 4, 0, true, 1, 2042.0, 0.0, 1, 1922.0, 0.0
6k, 2, 4, 0, false, 1, 2280.0, 0.0, 1, 4265.0, 0.0
6k, 2, 4, 1, true, 1, 1362.0, 0.0, 1, 1729.0, 0.0
6k, 2, 4, 1, false, 1, 1973.0, 0.0, 1, 4389.0, 0.0
6k, 2, 6, 0, true, 1, 1894.0, 0.0, 1, 485.0, 0.0
6k, 2, 6, 0, false, 1, 2312.0, 0.0, 1, 2992.0, 0.0
6k, 2, 6, 1, true, 1, 1375.0, 0.0, 1, 524.0, 0.0
6k, 2, 6, 1, false, 1, 1888.0, 0.0, 1, 3783.0, 0.0
6k, 3, 1, 0, true, 1, 1926.0, 0.0, 1, 565.0, 0.0
6k, 3, 1, 0, false, 1, 2325.0, 0.0, 1, 3967.0, 0.0
6k, 3, 1, 1, true, 1, 1297.0, 0.0, 1, 493.0, 0.0
6k, 3, 1, 1, false, 1, 1865.0, 0.0, 1, 3833.0, 0.0
6k, 4, 1, 0, true, 1, 2259.0, 0.0, 1, 13499.0, 0.0
6k, 4, 1, 0, false, 1, 2541.0, 0.0, 1, 3614.0, 0.0
6k, 4, 1, 1, true, 1, 1854.0, 0.0, 1, 12441.0, 0.0
6k, 4, 1, 1, false, 1, 1984.0, 0.0, 1, 3076.0, 0.0
6k, 5, 2, 0, true, 1, 1693.0, 0.0, 1, 1226.0, 0.0
6k, 5, 2, 0, false, 1, 2500.0, 0.0, 1, 4136.0, 0.0
6k, 5, 2, 1, true, 1, 1359.0, 0.0, 1, 1301.0, 0.0
6k, 5, 2, 1, false, 1, 1715.0, 0.0, 1, 3939.0, 0.0
6k, 5, 4, 0, true, 1, 1933.0, 0.0, 1, 1689.0, 0.0
6k, 5, 4, 0, false, 1, 2114.0, 0.0, 1, 4177.0, 0.0
6k, 5, 4, 1, true, 1, 1494.0, 0.0, 1, 1870.0, 0.0
6k, 5, 4, 1, false, 1, 1722.0, 0.0, 1, 3934.0, 0.0
6k, 5, 6, 0, true, 1, 1601.0, 0.0, 1, 2038.0, 0.0
6k, 5, 6, 0, false, 1, 1945.0, 0.0, 1, 4701.0, 0.0
6k, 5, 6, 1, true, 1, 601.0, 0.0, 1, 887.0, 0.0
6k, 5, 6, 1, false, 1, 689.0, 0.0, 1, 1978.0, 0.0
6k, 6, 1, 0, true, 1, 597.0, 0.0, 1, 447.0, 0.0
6k, 6, 1, 0, false, 1, 732.0, 0.0, 1, 1533.0, 0.0
6k, 6, 1, 1, true, 1, 1106.0, 0.0, 1, 1235.0, 0.0
6k, 6, 1, 1, false, 1, 1535.0, 0.0, 1, 3271.0, 0.0
6k, 7, 2, 0, true, 1, 379.0, 0.0, 1, 886.0, 0.0
6k, 7, 2, 0, false, 1, 432.0, 0.0, 1, 1909.0, 0.0
6k, 7, 2, 1, true, 1, 276.0, 0.0, 1, 876.0, 0.0
6k, 7, 2, 1, false, 1, 331.0, 0.0, 1, 1276.0, 0.0
6k, 7, 4, 0, true, 1, 454.0, 0.0, 1, 1451.0, 0.0
6k, 7, 4, 0, false, 1, 487.0, 0.0, 1, 1931.0, 0.0
6k, 7, 4, 1, true, 1, 325.0, 0.0, 1, 1424.0, 0.0
6k, 7, 4, 1, false, 1, 385.0, 0.0, 1, 2037.0, 0.0
6k, 7, 6, 0, true, 1, 465.0, 0.0, 1, 707.0, 0.0
6k, 7, 6, 0, false, 1, 493.0, 0.0, 1, 1392.0, 0.0
6k, 7, 6, 1, true, 1, 355.0, 0.0, 1, 1068.0, 0.0
6k, 7, 6, 1, false, 1, 388.0, 0.0, 1, 1454.0, 0.0
6k, 8, 1, 0, true, 1, 373.0, 0.0, 1, 1075.0, 0.0
6k, 8, 1, 0, false, 1, 415.0, 0.0, 1, 744.0, 0.0
6k, 8, 1, 1, true, 1, 275.0, 0.0, 1, 904.0, 0.0
6k, 8, 1, 1, false, 1, 311.0, 0.0, 1, 643.0, 0.0
6k, 9, 2, 0, true, 1, 372.0, 0.0, 1, 1356.0, 0.0
6k, 9, 2, 0, false, 1, 428.0, 0.0, 1, 1244.0, 0.0
6k, 9, 2, 1, true, 1, 294.0, 0.0, 1, 1269.0, 0.0
6k, 9, 2, 1, false, 1, 372.0, 0.0, 1, 1299.0, 0.0
6k, 9, 4, 0, true, 1, 391.0, 0.0, 1, 1387.0, 0.0
6k, 9, 4, 0, false, 1, 555.0, 0.0, 1, 1659.0, 0.0
6k, 9, 4, 1, true, 1, 328.0, 0.0, 1, 1172.0, 0.0
6k, 9, 4, 1, false, 1, 427.0, 0.0, 1, 1835.0, 0.0
6k, 9, 6, 0, true, 1, 438.0, 0.0, 1, 1517.0, 0.0
6k, 9, 6, 0, false, 1, 572.0, 0.0, 1, 1157.0, 0.0
6k, 9, 6, 1, true, 1, 332.0, 0.0, 1, 1165.0, 0.0
6k, 9, 6, 1, false, 1, 397.0, 0.0, 1, 1301.0, 0.0
6k, 10, 1, 0, true, 1, 347.0, 0.0, 1, 601.0, 0.0
6k, 10, 1, 0, false, 1, 423.0, 0.0, 1, 1628.0, 0.0
6k, 10, 1, 1, true, 1, 468.0, 0.0, 1, 1084.0, 0.0
6k, 10, 1, 1, false, 1, 514.0, 0.0, 1, 1008.0, 0.0
7k, 1, 1, 0, true, 1, 2234.0, 0.0, 1, 12306.0, 0.0
7k, 1, 1, 0, false, 1, 2161.0, 0.0, 1, 3444.0, 0.0
7k, 1, 1, 1, true, 1, 1509.0, 0.0, 1, 11060.0, 0.0
7k, 1, 1, 1, false, 1, 1511.0, 0.0, 1, 3070.0, 0.0
7k, 2, 2, 0, true, 1, 2302.0, 0.0, 1, 2578.0, 0.0
7k, 2, 2, 0, false, 1, 2854.0, 0.0, 1, 5053.0, 0.0
7k, 2, 2, 1, true, 1, 1420.0, 0.0, 1, 2028.0, 0.0
7k, 2, 2, 1, false, 1, 1613.0, 0.0, 1, 3652.0, 0.0
7k, 2, 4, 0, true, 1, 39868.0, 0.0, 1, 1990.0, 0.0
7k, 2, 4, 0, false, 1, 2473.0, 0.0, 1, 4154.0, 0.0
7k, 2, 4, 1, true, 1, 2276.0, 0.0, 1, 2710.0, 0.0
7k, 2, 4, 1, false, 1, 3177.0, 0.0, 1, 4239.0, 0.0
7k, 2, 6, 0, true, 1, 1840.0, 0.0, 1, 551.0, 0.0
7k, 2, 6, 0, false, 1, 2580.0, 0.0, 1, 3908.0, 0.0
7k, 2, 6, 1, true, 1, 1383.0, 0.0, 1, 503.0, 0.0
7k, 2, 6, 1, false, 1, 1828.0, 0.0, 1, 3058.0, 0.0
7k, 3, 1, 0, true, 1, 1788.0, 0.0, 1, 646.0, 0.0
7k, 3, 1, 0, false, 1, 2594.0, 0.0, 1, 3745.0, 0.0
7k, 3, 1, 1, true, 1, 1267.0, 0.0, 1, 547.0, 0.0
7k, 3, 1, 1, false, 1, 1834.0, 0.0, 1, 3842.0, 0.0
7k, 4, 1, 0, true, 1, 1990.0, 0.0, 1, 15064.0, 0.0
7k, 4, 1, 0, false, 1, 2140.0, 0.0, 1, 3722.0, 0.0
7k, 4, 1, 1, true, 1, 728.0, 0.0, 1, 6544.0, 0.0
7k, 4, 1, 1, false, 1, 686.0, 0.0, 1, 1633.0, 0.0
7k, 5, 2, 0, true, 1, 1704.0, 0.0, 1, 1312.0, 0.0
7k, 5, 2, 0, false, 1, 1998.0, 0.0, 1, 4781.0, 0.0
7k, 5, 2, 1, true, 1, 1310.0, 0.0, 1, 1614.0, 0.0
7k, 5, 2, 1, false, 1, 1765.0, 0.0, 1, 4289.0, 0.0
7k, 5, 4, 0, true, 1, 1755.0, 0.0, 1, 1756.0, 0.0
7k, 5, 4, 0, false, 1, 2152.0, 0.0, 1, 4400.0, 0.0
7k, 5, 4, 1, true, 1, 1543.0, 0.0, 1, 1876.0, 0.0
7k, 5, 4, 1, false, 1, 1830.0, 0.0, 1, 4292.0, 0.0
7k, 5, 6, 0, true, 1, 1807.0, 0.0, 1, 1892.0, 0.0
7k, 5, 6, 0, false, 1, 2214.0, 0.0, 1, 3419.0, 0.0
7k, 5, 6, 1, true, 1, 1597.0, 0.0, 1, 1923.0, 0.0
7k, 5, 6, 1, false, 1, 1907.0, 0.0, 1, 3073.0, 0.0
7k, 6, 1, 0, true, 1, 1959.0, 0.0, 1, 1247.0, 0.0
7k, 6, 1, 0, false, 1, 1995.0, 0.0, 1, 4176.0, 0.0
7k, 6, 1, 1, true, 1, 1270.0, 0.0, 1, 940.0, 0.0
7k, 6, 1, 1, false, 1, 1703.0, 0.0, 1, 3507.0, 0.0
7k, 7, 2, 0, true, 1, 388.0, 0.0, 1, 1271.0, 0.0
7k, 7, 2, 0, false, 1, 424.0, 0.0, 1, 1636.0, 0.0
7k, 7, 2, 1, true, 1, 277.0, 0.0, 1, 911.0, 0.0
7k, 7, 2, 1, false, 1, 324.0, 0.0, 1, 1585.0, 0.0
7k, 7, 4, 0, true, 1, 438.0, 0.0, 1, 1557.0, 0.0
7k, 7, 4, 0, false, 1, 550.0, 0.0, 1, 1815.0, 0.0
7k, 7, 4, 1, true, 1, 321.0, 0.0, 1, 1462.0, 0.0
7k, 7, 4, 1, false, 1, 391.0, 0.0, 1, 1896.0, 0.0
7k, 7, 6, 0, true, 1, 465.0, 0.0, 1, 845.0, 0.0
7k, 7, 6, 0, false, 1, 561.0, 0.0, 1, 1527.0, 0.0
7k, 7, 6, 1, true, 1, 338.0, 0.0, 1, 1307.0, 0.0
7k, 7, 6, 1, false, 1, 409.0, 0.0, 1, 1654.0, 0.0
7k, 8, 1, 0, true, 1, 371.0, 0.0, 1, 996.0, 0.0
7k, 8, 1, 0, false, 1, 475.0, 0.0, 1, 996.0, 0.0
7k, 8, 1, 1, true, 1, 277.0, 0.0, 1, 1035.0, 0.0
7k, 8, 1, 1, false, 1, 324.0, 0.0, 1, 748.0, 0.0
7k, 9, 2, 0, true, 1, 421.0, 0.0, 1, 1485.0, 0.0
7k, 9, 2, 0, false, 1, 450.0, 0.0, 1, 1411.0, 0.0
7k, 9, 2, 1, true, 1, 329.0, 0.0, 1, 1440.0, 0.0
7k, 9, 2, 1, false, 1, 434.0, 0.0, 1, 964.0, 0.0
7k, 9, 4, 0, true, 1, 423.0, 0.0, 1, 1471.0, 0.0
7k, 9, 4, 0, false, 1, 603.0, 0.0, 1, 1769.0, 0.0
7k, 9, 4, 1, true, 1, 317.0, 0.0, 1, 1511.0, 0.0
7k, 9, 4, 1, false, 1, 474.0, 0.0, 1, 1656.0, 0.0
7k, 9, 6, 0, true, 1, 359.0, 0.0, 1, 1641.0, 0.0
7k, 9, 6, 0, false, 1, 539.0, 0.0, 1, 1354.0, 0.0
7k, 9, 6, 1, true, 1, 297.0, 0.0, 1, 1743.0, 0.0
7k, 9, 6, 1, false, 1, 456.0, 0.0, 1, 1140.0, 0.0
7k, 10, 1, 0, true, 1, 378.0, 0.0, 1, 1216.0, 0.0
7k, 10, 1, 0, false, 1, 423.0, 0.0, 1, 1539.0, 0.0
7k, 10, 1, 1, true, 1, 368.0, 0.0, 1, 888.0, 0.0
7k, 10, 1, 1, false, 1, 422.0, 0.0, 1, 1113.0, 0.0
8k, 1, 1, 0, true, 1, 2376.0, 0.0, 1, 12681.0, 0.0
8k, 1, 1, 0, false, 1, 2418.0, 0.0, 1, 3394.0, 0.0
8k, 1, 1, 1, true, 1, 1795.0, 0.0, 1, 13125.0, 0.0
8k, 1, 1, 1, false, 1, 1794.0, 0.0, 1, 3237.0, 0.0
8k, 2, 2, 0, true, 1, 2000.0, 0.0, 1, 1908.0, 0.0
8k, 2, 2, 0, false, 1, 2612.0, 0.0, 1, 3800.0, 0.0
8k, 2, 2, 1, true, 1, 1369.0, 0.0, 1, 1960.0, 0.0
8k, 2, 2, 1, false, 1, 1723.0, 0.0, 1, 4054.0, 0.0
8k, 2, 4, 0, true, 1, 1668.0, 0.0, 1, 1676.0, 0.0
8k, 2, 4, 0, false, 1, 2143.0, 0.0, 1, 3687.0, 0.0
8k, 2, 4, 1, true, 1, 1187.0, 0.0, 1, 2009.0, 0.0
8k, 2, 4, 1, false, 1, 1777.0, 0.0, 1, 3763.0, 0.0
8k, 2, 6, 0, true, 1, 1944.0, 0.0, 1, 424.0, 0.0
8k, 2, 6, 0, false, 1, 2478.0, 0.0, 1, 3980.0, 0.0
8k, 2, 6, 1, true, 1, 1368.0, 0.0, 1, 456.0, 0.0
8k, 2, 6, 1, false, 1, 2321.0, 0.0, 1, 3477.0, 0.0
8k, 3, 1, 0, true, 1, 1760.0, 0.0, 1, 703.0, 0.0
8k, 3, 1, 0, false, 1, 2389.0, 0.0, 1, 4277.0, 0.0
8k, 3, 1, 1, true, 1, 1242.0, 0.0, 1, 540.0, 0.0
8k, 3, 1, 1, false, 1, 1547.0, 0.0, 1, 3632.0, 0.0
8k, 4, 1, 0, true, 1, 2168.0, 0.0, 1, 14971.0, 0.0
8k, 4, 1, 0, false, 1, 2734.0, 0.0, 1, 3744.0, 0.0
8k, 4, 1, 1, true, 1, 1750.0, 0.0, 1, 13917.0, 0.0
8k, 4, 1, 1, false, 1, 2083.0, 0.0, 1, 3407.0, 0.0
8k, 5, 2, 0, true, 1, 1783.0, 0.0, 1, 1449.0, 0.0
8k, 5, 2, 0, false, 1, 2220.0, 0.0, 1, 4166.0, 0.0
8k, 5, 2, 1, true, 1, 1500.0, 0.0, 1, 1404.0, 0.0
8k, 5, 2, 1, false, 1, 1785.0, 0.0, 1, 4283.0, 0.0
8k, 5, 4, 0, true, 1, 1746.0, 0.0, 1, 1768.0, 0.0
8k, 5, 4, 0, false, 1, 2144.0, 0.0, 1, 3973.0, 0.0
8k, 5, 4, 1, true, 1, 1547.0, 0.0, 1, 1786.0, 0.0
8k, 5, 4, 1, false, 1, 1704.0, 0.0, 1, 4215.0, 0.0
8k, 5, 6, 0, true, 1, 349.0, 0.0, 1, 613.0, 0.0
8k, 5, 6, 0, false, 1, 467.0, 0.0, 1, 1412.0, 0.0
8k, 5, 6, 1, true, 1, 1505.0, 0.0, 1, 2041.0, 0.0
8k, 5, 6, 1, false, 1, 1859.0, 0.0, 1, 3558.0, 0.0
8k, 6, 1, 0, true, 1, 1715.0, 0.0, 1, 1190.0, 0.0
8k, 6, 1, 0, false, 1, 1836.0, 0.0, 1, 4231.0, 0.0
8k, 6, 1, 1, true, 1, 1262.0, 0.0, 1, 1018.0, 0.0
8k, 6, 1, 1, false, 1, 1593.0, 0.0, 1, 4241.0, 0.0
8k, 7, 2, 0, true, 1, 404.0, 0.0, 1, 1343.0, 0.0
8k, 7, 2, 0, false, 1, 408.0, 0.0, 1, 1743.0, 0.0
8k, 7, 2, 1, true, 1, 282.0, 0.0, 1, 1142.0, 0.0
8k, 7, 2, 1, false, 1, 334.0, 0.0, 1, 1404.0, 0.0
8k, 7, 4, 0, true, 1, 436.0, 0.0, 1, 1503.0, 0.0
8k, 7, 4, 0, false, 1, 490.0, 0.0, 1, 2053.0, 0.0
8k, 7, 4, 1, true, 1, 355.0, 0.0, 1, 1450.0, 0.0
8k, 7, 4, 1, false, 1, 394.0, 0.0, 1, 2075.0, 0.0
8k, 7, 6, 0, true, 1, 451.0, 0.0, 1, 837.0, 0.0
8k, 7, 6, 0, false, 1, 546.0, 0.0, 1, 1772.0, 0.0
8k, 7, 6, 1, true, 1, 372.0, 0.0, 1, 1078.0, 0.0
8k, 7, 6, 1, false, 1, 456.0, 0.0, 1, 1786.0, 0.0
8k, 8, 1, 0, true, 1, 381.0, 0.0, 1, 906.0, 0.0
8k, 8, 1, 0, false, 1, 444.0, 0.0, 1, 1080.0, 0.0
8k, 8, 1, 1, true, 1, 289.0, 0.0, 1, 916.0, 0.0
8k, 8, 1, 1, false, 1, 313.0, 0.0, 1, 798.0, 0.0
8k, 9, 2, 0, true, 1, 402.0, 0.0, 1, 1991.0, 0.0
8k, 9, 2, 0, false, 1, 539.0, 0.0, 1, 1322.0, 0.0
8k, 9, 2, 1, true, 1, 305.0, 0.0, 1, 1684.0, 0.0
8k, 9, 2, 1, false, 1, 467.0, 0.0, 1, 1597.0, 0.0
8k, 9, 4, 0, true, 1, 434.0, 0.0, 1, 2115.0, 0.0
8k, 9, 4, 0, false, 1, 468.0, 0.0, 1, 1880.0, 0.0
8k, 9, 4, 1, true, 1, 363.0, 0.0, 1, 1400.0, 0.0
8k, 9, 4, 1, false, 1, 359.0, 0.0, 1, 1692.0, 0.0
8k, 9, 6, 0, true, 1, 415.0, 0.0, 1, 2028.0, 0.0
8k, 9, 6, 0, false, 1, 473.0, 0.0, 1, 1995.0, 0.0
8k, 9, 6, 1, true, 1, 344.0, 0.0, 1, 1271.0, 0.0
8k, 9, 6, 1, false, 1, 399.0, 0.0, 1, 1456.0, 0.0
8k, 10, 1, 0, true, 1, 383.0, 0.0, 1, 1138.0, 0.0
8k, 10, 1, 0, false, 1, 407.0, 0.0, 1, 1616.0, 0.0
8k, 10, 1, 1, true, 1, 415.0, 0.0, 1, 1237.0, 0.0
8k, 10, 1, 1, false, 1, 483.0, 0.0, 1, 1398.0, 0.0
9k, 1, 1, 0, true, 1, 2005.0, 0.0, 1, 12020.0, 0.0
9k, 1, 1, 0, false, 1, 1946.0, 0.0, 1, 3741.0, 0.0
9k, 1, 1, 1, true, 1, 1662.0, 0.0, 1, 12524.0, 0.0
9k, 1, 1, 1, false, 1, 1800.0, 0.0, 1, 3733.0, 0.0
9k, 2, 2, 0, true, 1, 2066.0, 0.0, 1, 2036.0, 0.0
9k, 2, 2, 0, false, 1, 2178.0, 0.0, 1, 4198.0, 0.0
9k, 2, 2, 1, true, 1, 1443.0, 0.0, 1, 2099.0, 0.0
9k, 2, 2, 1, false, 1, 1738.0, 0.0, 1, 4025.0, 0.0
9k, 2, 4, 0, true, 1, 2044.0, 0.0, 1, 1911.0, 0.0
9k, 2, 4, 0, false, 1, 2436.0, 0.0, 1, 4519.0, 0.0
9k, 2, 4, 1, true, 1, 1342.0, 0.0, 1, 1924.0, 0.0
9k, 2, 4, 1, false, 1, 1824.0, 0.0, 1, 4407.0, 0.0
9k, 2, 6, 0, true, 1, 2004.0, 0.0, 1, 531.0, 0.0
9k, 2, 6, 0, false, 1, 2241.0, 0.0, 1, 4587.0, 0.0
9k, 2, 6, 1, true, 1, 1228.0, 0.0, 1, 537.0, 0.0
9k, 2, 6, 1, false, 1, 1658.0, 0.0, 1, 3624.0, 0.0
9k, 3, 1, 0, true, 1, 1806.0, 0.0, 1, 415.0, 0.0
9k, 3, 1, 0, false, 1, 2298.0, 0.0, 1, 4271.0, 0.0
9k, 3, 1, 1, true, 1, 1389.0, 0.0, 1, 565.0, 0.0
9k, 3, 1, 1, false, 1, 1843.0, 0.0, 1, 3406.0, 0.0
9k, 4, 1, 0, true, 1, 2039.0, 0.0, 1, 16117.0, 0.0
9k, 4, 1, 0, false, 1, 2547.0, 0.0, 1, 4247.0, 0.0
9k, 4, 1, 1, true, 1, 1472.0, 0.0, 1, 14231.0, 0.0
9k, 4, 1, 1, false, 1, 2222.0, 0.0, 1, 3449.0, 0.0
9k, 5, 2, 0, true, 1, 1500.0, 0.0, 1, 1257.0, 0.0
9k, 5, 2, 0, false, 1, 1912.0, 0.0, 1, 4123.0, 0.0
9k, 5, 2, 1, true, 1, 1177.0, 0.0, 1, 1664.0, 0.0
9k, 5, 2, 1, false, 1, 1811.0, 0.0, 1, 3641.0, 0.0
9k, 5, 4, 0, true, 1, 1844.0, 0.0, 1, 1835.0, 0.0
9k, 5, 4, 0, false, 1, 2139.0, 0.0, 1, 4360.0, 0.0
9k, 5, 4, 1, true, 1, 1434.0, 0.0, 1, 1557.0, 0.0
9k, 5, 4, 1, false, 1, 1828.0, 0.0, 1, 4564.0, 0.0
9k, 5, 6, 0, true, 1, 1766.0, 0.0, 1, 1781.0, 0.0
9k, 5, 6, 0, false, 1, 2299.0, 0.0, 1, 3443.0, 0.0
9k, 5, 6, 1, true, 1, 1522.0, 0.0, 1, 1936.0, 0.0
9k, 5, 6, 1, false, 1, 1949.0, 0.0, 1, 3380.0, 0.0
9k, 6, 1, 0, true, 1, 1723.0, 0.0, 1, 971.0, 0.0
9k, 6, 1, 0, false, 1, 1984.0, 0.0, 1, 4334.0, 0.0
9k, 6, 1, 1, true, 1, 1205.0, 0.0, 1, 1050.0, 0.0
9k, 6, 1, 1, false, 1, 1573.0, 0.0, 1, 3676.0, 0.0
9k, 7, 2, 0, true, 1, 381.0, 0.0, 1, 1419.0, 0.0
9k, 7, 2, 0, false, 1, 430.0, 0.0, 1, 1833.0, 0.0
9k, 7, 2, 1, true, 1, 280.0, 0.0, 1, 1427.0, 0.0
9k, 7, 2, 1, false, 1, 312.0, 0.0, 1, 1650.0, 0.0
9k, 7, 4, 0, true, 1, 475.0, 0.0, 1, 1705.0, 0.0
9k, 7, 4, 0, false, 1, 532.0, 0.0, 1, 1596.0, 0.0
9k, 7, 4, 1, true, 1, 354.0, 0.0, 1, 1964.0, 0.0
9k, 7, 4, 1, false, 1, 376.0, 0.0, 1, 1534.0, 0.0
9k, 7, 6, 0, true, 1, 468.0, 0.0, 1, 934.0, 0.0
9k, 7, 6, 0, false, 1, 526.0, 0.0, 1, 1547.0, 0.0
9k, 7, 6, 1, true, 1, 321.0, 0.0, 1, 798.0, 0.0
9k, 7, 6, 1, false, 1, 400.0, 0.0, 1, 1710.0, 0.0
9k, 8, 1, 0, true, 1, 398.0, 0.0, 1, 1237.0, 0.0
9k, 8, 1, 0, false, 1, 396.0, 0.0, 1, 897.0, 0.0
9k, 8, 1, 1, true, 1, 273.0, 0.0, 1, 1386.0, 0.0
9k, 8, 1, 1, false, 1, 297.0, 0.0, 1, 986.0, 0.0
9k, 9, 2, 0, true, 1, 373.0, 0.0, 1, 1864.0, 0.0
9k, 9, 2, 0, false, 1, 421.0, 0.0, 1, 1270.0, 0.0
9k, 9, 2, 1, true, 1, 312.0, 0.0, 1, 1860.0, 0.0
9k, 9, 2, 1, false, 1, 401.0, 0.0, 1, 1297.0, 0.0
9k, 9, 4, 0, true, 1, 402.0, 0.0, 1, 2045.0, 0.0
9k, 9, 4, 0, false, 1, 496.0, 0.0, 1, 1611.0, 0.0
9k, 9, 4, 1, true, 1, 373.0, 0.0, 1, 1874.0, 0.0
9k, 9, 4, 1, false, 1, 413.0, 0.0, 1, 1550.0, 0.0
9k, 9, 6, 0, true, 1, 381.0, 0.0, 1, 1830.0, 0.0
9k, 9, 6, 0, false, 1, 476.0, 0.0, 1, 1402.0, 0.0
9k, 9, 6, 1, true, 1, 331.0, 0.0, 1, 1583.0, 0.0
9k, 9, 6, 1, false, 1, 384.0, 0.0, 1, 1378.0, 0.0
9k, 10, 1, 0, true, 1, 422.0, 0.0, 1, 986.0, 0.0
9k, 10, 1, 0, false, 1, 499.0, 0.0, 1, 1099.0, 0.0
9k, 10, 1, 1, true, 1, 379.0, 0.0, 1, 906.0, 0.0
9k, 10, 1, 1, false, 1, 346.0, 0.0, 1, 1108.0, 0.0
10k, 1, 1, 0, true, 1, 2365.0, 0.0, 1, 15767.0, 0.0
10k, 1, 1, 0, false, 1, 2587.0, 0.0, 1, 3884.0, 0.0
10k, 1, 1, 1, true, 1, 1545.0, 0.0, 1, 13365.0, 0.0
10k, 1, 1, 1, false, 1, 1579.0, 0.0, 1, 3068.0, 0.0
10k, 2, 2, 0, true, 1, 2003.0, 0.0, 1, 2199.0, 0.0
10k, 2, 2, 0, false, 1, 2276.0, 0.0, 1, 3674.0, 0.0
10k, 2, 2, 1, true, 1, 1419.0, 0.0, 1, 1709.0, 0.0
10k, 2, 2, 1, false, 1, 1814.0, 0.0, 1, 4450.0, 0.0
10k, 2, 4, 0, true, 1, 1984.0, 0.0, 1, 2347.0, 0.0
10k, 2, 4, 0, false, 1, 2453.0, 0.0, 1, 4062.0, 0.0
10k, 2, 4, 1, true, 1, 1340.0, 0.0, 1, 2058.0, 0.0
10k, 2, 4, 1, false, 1, 1845.0, 0.0, 1, 4328.0, 0.0
10k, 2, 6, 0, true, 1, 1647.0, 0.0, 1, 536.0, 0.0
10k, 2, 6, 0, false, 1, 2301.0, 0.0, 1, 3494.0, 0.0
10k, 2, 6, 1, true, 1, 1125.0, 0.0, 1, 559.0, 0.0
10k, 2, 6, 1, false, 1, 1854.0, 0.0, 1, 4078.0, 0.0
10k, 3, 1, 0, true, 1, 1902.0, 0.0, 1, 471.0, 0.0
10k, 3, 1, 0, false, 1, 2398.0, 0.0, 1, 4020.0, 0.0
10k, 3, 1, 1, true, 1, 1327.0, 0.0, 1, 430.0, 0.0
10k, 3, 1, 1, false, 1, 1732.0, 0.0, 1, 4156.0, 0.0
10k, 4, 1, 0, true, 1, 1771.0, 0.0, 1, 14869.0, 0.0
10k, 4, 1, 0, false, 1, 1920.0, 0.0, 1, 3709.0, 0.0
10k, 4, 1, 1, true, 1, 2112.0, 0.0, 1, 14209.0, 0.0
