# of tokens, conf, # of clusters, aes_ni, detected, token encryption (trials), token encryption (mean), token encryption (stdev), token detection (trials), token detection (mean), token detection (stdev)
2k, 8, 1, 0, false, 1, 428.0, 0.0, 1, 698.0, 0.0
2k, 8, 1, 1, true, 1, 268.0, 0.0, 1, 965.0, 0.0
2k, 8, 1, 1, false, 1, 304.0, 0.0, 1, 626.0, 0.0
2k, 9, 2, 0, true, 1, 382.0, 0.0, 1, 1477.0, 0.0
2k, 9, 2, 0, false, 1, 477.0, 0.0, 1, 797.0, 0.0
2k, 9, 2, 1, true, 1, 346.0, 0.0, 1, 1131.0, 0.0
2k, 9, 2, 1, false, 1, 438.0, 0.0, 1, 444.0, 0.0
2k, 9, 4, 0, true, 1, 431.0, 0.0, 1, 1553.0, 0.0
2k, 9, 4, 0, false, 1, 460.0, 0.0, 1, 1389.0, 0.0
2k, 9, 4, 1, true, 1, 331.0, 0.0, 1, 1462.0, 0.0
2k, 9, 4, 1, false, 1, 369.0, 0.0, 1, 1171.0, 0.0
2k, 9, 6, 0, true, 1, 456.0, 0.0, 1, 1474.0, 0.0
2k, 9, 6, 0, false, 1, 459.0, 0.0, 1, 770.0, 0.0
2k, 9, 6, 1, true, 1, 338.0, 0.0, 1, 778.0, 0.0
2k, 9, 6, 1, false, 1, 433.0, 0.0, 1, 632.0, 0.0
2k, 10, 1, 0, true, 1, 393.0, 0.0, 1, 1167.0, 0.0
2k, 10, 1, 0, false, 1, 491.0, 0.0, 1, 779.0, 0.0
2k, 10, 1, 1, true, 1, 410.0, 0.0, 1, 734.0, 0.0
2k, 10, 1, 1, false, 1, 374.0, 0.0, 1, 721.0, 0.0
3k, 1, 1, 0, true, 1, 2266.0, 0.0, 1, 9959.0, 0.0
3k, 1, 1, 0, false, 1, 2325.0, 0.0, 1, 3237.0, 0.0
3k, 1, 1, 1, true, 1, 1796.0, 0.0, 1, 9886.0, 0.0
3k, 1, 1, 1, false, 1, 1978.0, 0.0, 1, 3216.0, 0.0
3k, 2, 2, 0, true, 1, 1997.0, 0.0, 1, 1423.0, 0.0
3k, 2, 2, 0, false, 1, 2614.0, 0.0, 1, 4080.0, 0.0
3k, 2, 2, 1, true, 1, 1278.0, 0.0, 1, 1559.0, 0.0
3k, 2, 2, 1, false, 1, 1744.0, 0.0, 1, 2776.0, 0.0
3k, 2, 4, 0, true, 1, 1855.0, 0.0, 1, 1911.0, 0.0
3k, 2, 4, 0, false, 1, 2579.0, 0.0, 1, 3324.0, 0.0
3k, 2, 4, 1, true, 1, 1237.0, 0.0, 1, 1590.0, 0.0
3k, 2, 4, 1, false, 1, 1737.0, 0.0, 1, 3096.0, 0.0
3k, 2, 6, 0, true, 1, 1805.0, 0.0, 1, 624.0, 0.0
3k, 2, 6, 0, false, 1, 2387.0, 0.0, 1, 2662.0, 0.0
3k, 2, 6, 1, true, 1, 1170.0, 0.0, 1, 455.0, 0.0
3k, 2, 6, 1, false, 1, 1550.0, 0.0, 1, 2620.0, 0.0
3k, 3, 1, 0, true, 1, 1815.0, 0.0, 1, 494.0, 0.0
3k, 3, 1, 0, false, 1, 2446.0, 0.0, 1, 3165.0, 0.0
3k, 3, 1, 1, true, 1, 1159.0, 0.0, 1, 557.0, 0.0
3k, 3, 1, 1, false, 1, 1670.0, 0.0, 1, 3102.0, 0.0
3k, 4, 1, 0, true, 1, 2090.0, 0.0, 1, 11936.0, 0.0
3k, 4, 1, 0, false, 1, 2099.0, 0.0, 1, 2126.0, 0.0
3k, 4, 1, 1, true, 1, 1933.0, 0.0, 1, 9966.0, 0.0
3k, 4, 1, 1, false, 1, 2485.0, 0.0, 1, 2329.0, 0.0
3k, 5, 2, 0, true, 1, 1796.0, 0.0, 1, 1325.0, 0.0
3k, 5, 2, 0, false, 1, 2008.0, 0.0, 1, 3717.0, 0.0
3k, 5, 2, 1, true, 1, 540.0, 0.0, 1, 449.0, 0.0
3k, 5, 2, 1, false, 1, 654.0, 0.0, 1, 1523.0, 0.0
3k, 5, 4, 0, true, 1, 1819.0, 0.0, 1, 1729.0, 0.0
3k, 5, 4, 0, false, 1, 2077.0, 0.0, 1, 4193.0, 0.0
3k, 5, 4, 1, true, 1, 1322.0, 0.0, 1, 1792.0, 0.0
3k, 5, 4, 1, false, 1, 1824.0, 0.0, 1, 3708.0, 0.0
3k, 5, 6, 0, true, 1, 1551.0, 0.0, 1, 1747.0, 0.0
3k, 5, 6, 0, false, 1, 1941.0, 0.0, 1, 2021.0, 0.0
3k, 5, 6, 1, true, 1, 1159.0, 0.0, 1, 1742.0, 0.0
3k, 5, 6, 1, false, 1, 1483.0, 0.0, 1, 2031.0, 0.0
3k, 6, 1, 0, true, 1, 1577.0, 0.0, 1, 1215.0, 0.0
3k, 6, 1, 0, false, 1, 1895.0, 0.0, 1, 2860.0, 0.0
3k, 6, 1, 1, true, 1, 1592.0, 0.0, 1, 1172.0, 0.0
3k, 6, 1, 1, false, 1, 1558.0, 0.0, 1, 2867.0, 0.0
3k, 7, 2, 0, true, 1, 387.0, 0.0, 1, 954.0, 0.0
3k, 7, 2, 0, false, 1, 431.0, 0.0, 1, 1503.0, 0.0
3k, 7, 2, 1, true, 1, 301.0, 0.0, 1, 1351.0, 0.0
3k, 7, 2, 1, false, 1, 328.0, 0.0, 1, 1448.0, 0.0
3k, 7, 4, 0, true, 1, 443.0, 0.0, 1, 1472.0, 0.0
3k, 7, 4, 0, false, 1, 487.0, 0.0, 1, 1638.0, 0.0
3k, 7, 4, 1, true, 1, 326.0, 0.0, 1, 828.0, 0.0
3k, 7, 4, 1, false, 1, 385.0, 0.0, 1, 737.0, 0.0
3k, 7, 6, 0, true, 1, 448.0, 0.0, 1, 1143.0, 0.0
3k, 7, 6, 0, false, 1, 555.0, 0.0, 1, 1355.0, 0.0
3k, 7, 6, 1, true, 1, 336.0, 0.0, 1, 600.0, 0.0
3k, 7, 6, 1, false, 1, 371.0, 0.0, 1, 1283.0, 0.0
3k, 8, 1, 0, true, 1, 368.0, 0.0, 1, 1243.0, 0.0
3k, 8, 1, 0, false, 1, 394.0, 0.0, 1, 749.0, 0.0
3k, 8, 1, 1, true, 1, 274.0, 0.0, 1, 575.0, 0.0
3k, 8, 1, 1, false, 1, 331.0, 0.0, 1, 453.0, 0.0
3k, 9, 2, 0, true, 1, 409.0, 0.0, 1, 1432.0, 0.0
3k, 9, 2, 0, false, 1, 493.0, 0.0, 1, 1067.0, 0.0
3k, 9, 2, 1, true, 1, 297.0, 0.0, 1, 1504.0, 0.0
3k, 9, 2, 1, false, 1, 434.0, 0.0, 1, 934.0, 0.0
3k, 9, 4, 0, true, 1, 436.0, 0.0, 1, 1439.0, 0.0
3k, 9, 4, 0, false, 1, 486.0, 0.0, 1, 1321.0, 0.0
3k, 9, 4, 1, true, 1, 317.0, 0.0, 1, 1187.0, 0.0
3k, 9, 4, 1, false, 1, 436.0, 0.0, 1, 932.0, 0.0
3k, 9, 6, 0, true, 1, 405.0, 0.0, 1, 1251.0, 0.0
3k, 9, 6, 0, false, 1, 500.0, 0.0, 1, 978.0, 0.0
3k, 9, 6, 1, true, 1, 316.0, 0.0, 1, 1103.0, 0.0
3k, 9, 6, 1, false, 1, 406.0, 0.0, 1, 905.0, 0.0
3k, 10, 1, 0, true, 1, 355.0, 0.0, 1, 853.0, 0.0
3k, 10, 1, 0, false, 1, 445.0, 0.0, 1, 853.0, 0.0
3k, 10, 1, 1, true, 1, 383.0, 0.0, 1, 410.0, 0.0
3k, 10, 1, 1, false, 1, 381.0, 0.0, 1, 521.0, 0.0
4k, 1, 1, 0, true, 1, 2429.0, 0.0, 1, 10000.0, 0.0
4k, 1, 1, 0, false, 1, 2265.0, 0.0, 1, 2926.0, 0.0
4k, 1, 1, 1, true, 1, 1731.0, 0.0, 1, 9884.0, 0.0
4k, 1, 1, 1, false, 1, 1591.0, 0.0, 1, 2938.0, 0.0
4k, 2, 2, 0, true, 1, 1880.0, 0.0, 1, 1732.0, 0.0
4k, 2, 2, 0, false, 1, 2113.0, 0.0, 1, 3767.0, 0.0
4k, 2, 2, 1, true, 1, 1221.0, 0.0, 1, 1768.0, 0.0
4k, 2, 2, 1, false, 1, 1767.0, 0.0, 1, 3626.0, 0.0
4k, 2, 4, 0, true, 1, 1894.0, 0.0, 1, 1940.0, 0.0
4k, 2, 4, 0, false, 1, 2458.0, 0.0, 1, 3411.0, 0.0
4k, 2, 4, 1, true, 1, 1339.0, 0.0, 1, 1888.0, 0.0
4k, 2, 4, 1, false, 1, 1830.0, 0.0, 1, 3318.0, 0.0
4k, 2, 6, 0, true, 1, 1984.0, 0.0, 1, 602.0, 0.0
4k, 2, 6, 0, false, 1, 2346.0, 0.0, 1, 3098.0, 0.0
4k, 2, 6, 1, true, 1, 1404.0, 0.0, 1, 604.0, 0.0
4k, 2, 6, 1, false, 1, 2118.0, 0.0, 1, 3079.0, 0.0
4k, 3, 1, 0, true, 1, 1700.0, 0.0, 1, 474.0, 0.0
4k, 3, 1, 0, false, 1, 2078.0, 0.0, 1, 2976.0, 0.0
4k, 3, 1, 1, true, 1, 1104.0, 0.0, 1, 480.0, 0.0
4k, 3, 1, 1, false, 1, 1704.0, 0.0, 1, 3284.0, 0.0
4k, 4, 1, 0, true, 1, 2408.0, 0.0, 1, 12440.0, 0.0
4k, 4, 1, 0, false, 1, 2756.0, 0.0, 1, 2890.0, 0.0
4k, 4, 1, 1, true, 1, 1630.0, 0.0, 1, 10951.0, 0.0
4k, 4, 1, 1, false, 1, 2049.0, 0.0, 1, 2930.0, 0.0
4k, 5, 2, 0, true, 1, 1941.0, 0.0, 1, 1319.0, 0.0
4k, 5, 2, 0, false, 1, 2156.0, 0.0, 1, 3641.0, 0.0
4k, 5, 2, 1, true, 1, 1342.0, 0.0, 1, 1359.0, 0.0
4k, 5, 2, 1, false, 1, 2116.0, 0.0, 1, 3755.0, 0.0
4k, 5, 4, 0, true, 1, 1566.0, 0.0, 1, 1929.0, 0.0
4k, 5, 4, 0, false, 1, 1984.0, 0.0, 1, 3122.0, 0.0
4k, 5, 4, 1, true, 1, 1602.0, 0.0, 1, 1769.0, 0.0
4k, 5, 4, 1, false, 1, 1869.0, 0.0, 1, 3140.0, 0.0
4k, 5, 6, 0, true, 1, 1451.0, 0.0, 1, 1954.0, 0.0
4k, 5, 6, 0, false, 1, 2324.0, 0.0, 1, 1962.0, 0.0
4k, 5, 6, 1, true, 1, 1434.0, 0.0, 1, 1472.0, 0.0
4k, 5, 6, 1, false, 1, 1723.0, 0.0, 1, 2292.0, 0.0
4k, 6, 1, 0, true, 1, 1875.0, 0.0, 1, 1009.0, 0.0
4k, 6, 1, 0, false, 1, 2081.0, 0.0, 1, 3705.0, 0.0
4k, 6, 1, 1, true, 1, 1233.0, 0.0, 1, 1125.0, 0.0
4k, 6, 1, 1, false, 1, 1604.0, 0.0, 1, 3763.0, 0.0
4k, 7, 2, 0, true, 1, 402.0, 0.0, 1, 908.0, 0.0
4k, 7, 2, 0, false, 1, 434.0, 0.0, 1, 1736.0, 0.0
4k, 7, 2, 1, true, 1, 281.0, 0.0, 1, 590.0, 0.0
4k, 7, 2, 1, false, 1, 337.0, 0.0, 1, 936.0, 0.0
4k, 7, 4, 0, true, 1, 425.0, 0.0, 1, 1443.0, 0.0
4k, 7, 4, 0, false, 1, 488.0, 0.0, 1, 1546.0, 0.0
4k, 7, 4, 1, true, 1, 320.0, 0.0, 1, 1037.0, 0.0
4k, 7, 4, 1, false, 1, 399.0, 0.0, 1, 1356.0, 0.0
4k, 7, 6, 0, true, 1, 473.0, 0.0, 1, 1085.0, 0.0
4k, 7, 6, 0, false, 1, 501.0, 0.0, 1, 1582.0, 0.0
4k, 7, 6, 1, true, 1, 349.0, 0.0, 1, 857.0, 0.0
4k, 7, 6, 1, false, 1, 389.0, 0.0, 1, 1059.0, 0.0
4k, 8, 1, 0, true, 1, 378.0, 0.0, 1, 858.0, 0.0
4k, 8, 1, 0, false, 1, 443.0, 0.0, 1, 902.0, 0.0
4k, 8, 1, 1, true, 1, 278.0, 0.0, 1, 640.0, 0.0
4k, 8, 1, 1, false, 1, 335.0, 0.0, 1, 691.0, 0.0
4k, 9, 2, 0, true, 1, 388.0, 0.0, 1, 1831.0, 0.0
4k, 9, 2, 0, false, 1, 506.0, 0.0, 1, 997.0, 0.0
4k, 9, 2, 1, true, 1, 323.0, 0.0, 1, 1174.0, 0.0
4k, 9, 2, 1, false, 1, 405.0, 0.0, 1, 721.0, 0.0
4k, 9, 4, 0, true, 1, 494.0, 0.0, 1, 1636.0, 0.0
4k, 9, 4, 0, false, 1, 494.0, 0.0, 1, 1430.0, 0.0
4k, 9, 4, 1, true, 1, 382.0, 0.0, 1, 1480.0, 0.0
4k, 9, 4, 1, false, 1, 402.0, 0.0, 1, 687.0, 0.0
4k, 9, 6, 0, true, 1, 388.0, 0.0, 1, 1640.0, 0.0
4k, 9, 6, 0, false, 1, 472.0, 0.0, 1, 1015.0, 0.0
4k, 9, 6, 1, true, 1, 398.0, 0.0, 1, 1013.0, 0.0
4k, 9, 6, 1, false, 1, 393.0, 0.0, 1, 780.0, 0.0
4k, 10, 1, 0, true, 1, 414.0, 0.0, 1, 821.0, 0.0
4k, 10, 1, 0, false, 1, 582.0, 0.0, 1, 1037.0, 0.0
4k, 10, 1, 1, true, 1, 335.0, 0.0, 1, 664.0, 0.0
4k, 10, 1, 1, false, 1, 375.0, 0.0, 1, 893.0, 0.0
5k, 1, 1, 0, true, 1, 2234.0, 0.0, 1, 11934.0, 0.0
5k, 1, 1, 0, false, 1, 2373.0, 0.0, 1, 2745.0, 0.0
5k, 1, 1, 1, true, 1, 1824.0, 0.0, 1, 11484.0, 0.0
5k, 1, 1, 1, false, 1, 1832.0, 0.0, 1, 3243.0, 0.0
5k, 2, 2, 0, true, 1, 2140.0, 0.0, 1, 1818.0, 0.0
5k, 2, 2, 0, false, 1, 2273.0, 0.0, 1, 3507.0, 0.0
5k, 2, 2, 1, true, 1, 1415.0, 0.0, 1, 1526.0, 0.0
5k, 2, 2, 1, false, 1, 1695.0, 0.0, 1, 3270.0, 0.0
5k, 2, 4, 0, true, 1, 1905.0, 0.0, 1, 1955.0, 0.0
5k, 2, 4, 0, false, 1, 2436.0, 0.0, 1, 3685.0, 0.0
5k, 2, 4, 1, true, 1, 1206.0, 0.0, 1, 1590.0, 0.0
5k, 2, 4, 1, false, 1, 1721.0, 0.0, 1, 2732.0, 0.0
5k, 2, 6, 0, true, 1, 1872.0, 0.0, 1, 521.0, 0.0
5k, 2, 6, 0, false, 1, 2352.0, 0.0, 1, 3546.0, 0.0
5k, 2, 6, 1, true, 1, 1460.0, 0.0, 1, 546.0, 0.0
5k, 2, 6, 1, false, 1, 2184.0, 0.0, 1, 3893.0, 0.0
5k, 3, 1, 0, true, 1, 1890.0, 0.0, 1, 473.0, 0.0
5k, 3, 1, 0, false, 1, 2270.0, 0.0, 1, 3340.0, 0.0
5k, 3, 1, 1, true, 1, 1290.0, 0.0, 1, 420.0, 0.0
5k, 3, 1, 1, false, 1, 1852.0, 0.0, 1, 3278.0, 0.0
5k, 4, 1, 0, true, 1, 2362.0, 0.0, 1, 13896.0, 0.0
5k, 4, 1, 0, false, 1, 2461.0, 0.0, 1, 3523.0, 0.0
5k, 4, 1, 1, true, 1, 2083.0, 0.0, 1, 13352.0, 0.0
5k, 4, 1, 1, false, 1, 2105.0, 0.0, 1, 3171.0, 0.0
5k, 5, 2, 0, true, 1, 1749.0, 0.0, 1, 1606.0, 0.0
5k, 5, 2, 0, false, 1, 2172.0, 0.0, 1, 4043.0, 0.0
5k, 5, 2, 1, true, 1, 1645.0, 0.0, 1, 1458.0, 0.0
5k, 5, 2, 1, false, 1, 1574.0, 0.0, 1, 3309.0, 0.0
5k, 5, 4, 0, true, 1, 1726.0, 0.0, 1, 1813.0, 0.0
5k, 5, 4, 0, false, 1, 2056.0, 0.0, 1, 4016.0, 0.0
5k, 5, 4, 1, true, 1, 1425.0, 0.0, 1, 1925.0, 0.0
5k, 5, 4, 1, false, 1, 1773.0, 0.0, 1, 3615.0, 0.0
5k, 5, 6, 0, true, 1, 1717.0, 0.0, 1, 1684.0, 0.0
5k, 5, 6, 0, false, 1, 1791.0, 0.0, 1, 3476.0, 0.0
5k, 5, 6, 1, true, 1, 1274.0, 0.0, 1, 1528.0, 0.0
5k, 5, 6, 1, false, 1, 1839.0, 0.0, 1, 3134.0, 0.0
5k, 6, 1, 0, true, 1, 1682.0, 0.0, 1, 1052.0, 0.0
5k, 6, 1, 0, false, 1, 2053.0, 0.0, 1, 3586.0, 0.0
5k, 6, 1, 1, true, 1, 1390.0, 0.0, 1, 1100.0, 0.0
5k, 6, 1, 1, false, 1, 1437.0, 0.0, 1, 3716.0, 0.0
5k, 7, 2, 0, true, 1, 407.0, 0.0, 1, 1189.0, 0.0
5k, 7, 2, 0, false, 1, 416.0, 0.0, 1, 1267.0, 0.0
5k, 7, 2, 1, true, 1, 277.0, 0.0, 1, 1128.0, 0.0
5k, 7, 2, 1, false, 1, 316.0, 0.0, 1, 1401.0, 0.0
5k, 7, 4, 0, true, 1, 450.0, 0.0, 1, 1708.0, 0.0
5k, 7, 4, 0, false, 1, 513.0, 0.0, 1, 1844.0, 0.0
5k, 7, 4, 1, true, 1, 335.0, 0.0, 1, 1371.0, 0.0
